Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FLOR DE PUNGA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-03-01,S/D,21.4,87.9,6.0
2025-03-02,S/D,21,90.2,0.0
2025-03-03,S/D,22,88.7,0.0
2025-03-04,S/D,21.4,92.2,3.3
2025-03-05,S/D,21,88.6,38.3
2025-03-06,S/D,20,93.4,8.0
2025-03-07,S/D,22.6,85.6,0.0
2025-03-08,S/D,21.4,91.1,18.8
2025-03-09,S/D,19.6,94.2,0.0
2025-03-10,S/D,21,90.0,0.0
2025-03-11,S/D,21,86.7,0.0
2025-03-12,S/D,20.6,84.8,11.5
2025-03-13,S/D,21.4,96.3,25.3
2025-03-14,S/D,21.2,88.3,0.0
2025-03-15,S/D,21.4,S/D,2.4
2025-03-16,S/D,20,87.8,0.0
2025-03-17,S/D,21,82.5,0.0
2025-03-18,S/D,21.4,81.6,46.5
2025-03-19,S/D,21.2,82.6,0.0
2025-03-20,S/D,21.8,85.0,12.9
2025-03-21,S/D,21,95.3,8.0
2025-03-22,S/D,21.6,87.8,0.0
2025-03-23,S/D,21.6,95.8,8.6
2025-03-24,S/D,21.8,86.7,0.0
2025-03-25,S/D,22.2,86.8,0.0
2025-03-26,S/D,21.4,89.0,0.0
2025-03-27,S/D,22.2,84.7,0.0
2025-03-28,S/D,22.2,84.8,0.0
2025-03-29,S/D,21.6,86.5,46.7
2025-03-30,S/D,21,87.3,0.0
2025-03-31,S/D,22.4,87.1,0.0
