Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FLOR DE PUNGA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-10-01,S/D,21.2,88.4,0.0
2024-10-02,S/D,21.8,91.5,0.0
2024-10-03,S/D,23.6,84.6,0.0
2024-10-04,S/D,21.6,86.4,0.0
2024-10-05,S/D,21.8,87.0,0.0
2024-10-06,S/D,23.6,78.7,0.0
2024-10-07,S/D,22.8,81.7,5.0
2024-10-08,S/D,21.6,88.7,30.0
2024-10-09,S/D,22.2,88.4,0.0
2024-10-10,S/D,22.4,91.3,12.0
2024-10-11,S/D,21,93.4,0.0
2024-10-12,S/D,22.6,85.3,0.0
2024-10-13,S/D,21.6,87.0,7.0
2024-10-14,S/D,21,82.4,0.0
2024-10-15,S/D,22,89.7,0.0
2024-10-16,S/D,23,92.6,0.0
2024-10-17,S/D,23.2,92.7,0.0
2024-10-18,S/D,24.4,88.5,0.0
2024-10-19,S/D,23.6,85.5,0.0
2024-10-20,S/D,S/D,87.6,60.7
2024-10-21,S/D,22,S/D,4.0
2024-10-22,S/D,22,85.6,0.0
2024-10-23,S/D,21.8,94.1,59.5
2024-10-24,S/D,21.8,85.9,0.0
2024-10-25,S/D,23.4,84.5,0.0
2024-10-26,S/D,23.2,83.8,0.0
2024-10-27,S/D,22.2,82.9,46.3
2024-10-28,S/D,22,91.2,20.8
2024-10-29,S/D,20.6,89.0,0.0
2024-10-30,S/D,21,89.0,0.0
2024-10-31,S/D,20.4,83.4,0.0
