Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FLOR DE PUNGA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-06-01,S/D,S/D,85.7,0.0
2025-06-02,S/D,S/D,84.1,0.0
2025-06-03,S/D,S/D,89.4,0.0
2025-06-04,S/D,S/D,91.0,0.0
2025-06-05,S/D,S/D,91.0,8.7
2025-06-06,S/D,S/D,92.7,3.0
2025-06-07,S/D,S/D,94.6,21.7
2025-06-08,S/D,S/D,91.8,0.0
2025-06-09,S/D,S/D,87.7,0.0
2025-06-10,S/D,S/D,87.6,0.0
2025-06-11,S/D,S/D,92.2,0.0
2025-06-12,S/D,S/D,87.6,0.0
2025-06-13,S/D,S/D,86.8,0.0
2025-06-14,S/D,S/D,88.6,5.3
2025-06-15,S/D,S/D,93.8,22.3
2025-06-16,S/D,S/D,96.7,0.0
2025-06-17,S/D,S/D,89.1,0.0
2025-06-18,S/D,S/D,87.2,6.5
2025-06-19,S/D,S/D,91.8,3.9
2025-06-20,S/D,S/D,85.4,0.0
2025-06-21,S/D,S/D,93.7,20.9
2025-06-22,S/D,S/D,86.3,0.0
2025-06-23,S/D,S/D,87.6,0.0
2025-06-24,S/D,S/D,86.2,12.0
2025-06-25,S/D,S/D,90.7,3.0
2025-06-26,S/D,S/D,84.7,62.0
2025-06-27,S/D,S/D,88.8,0.0
2025-06-28,S/D,S/D,89.8,0.0
2025-06-29,S/D,S/D,88.4,0.0
2025-06-30,S/D,S/D,91.3,15.3
