Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FLOR DE PUNGA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-07-01,28.8,21.6,94.9,0.0
2024-07-02,28.6,20.2,88.2,0.0
2024-07-03,31.4,21.2,89.8,0.0
2024-07-04,31.6,21.6,90.7,0.0
2024-07-05,34.2,22,90.5,0.0
2024-07-06,31.2,22,91.2,0.0
2024-07-07,29,21.4,95.3,12.9
2024-07-08,32.6,20.2,84.1,0.0
2024-07-09,28.6,21,94.7,7.8
2024-07-10,32.6,20.6,86.4,0.0
2024-07-11,33.6,21.4,88.4,0.0
2024-07-12,29,21.4,89.6,0.0
2024-07-13,28.6,21.8,90.6,0.0
2024-07-14,26.4,18,91.8,0.0
2024-07-15,29,20.2,91.6,0.0
2024-07-16,32.6,18.8,79.6,0.0
2024-07-17,32,19,92.2,0.0
2024-07-18,34.4,18.8,79.5,0.0
2024-07-19,33.6,19.2,81.4,0.0
2024-07-20,34,21,82.8,0.0
2024-07-21,S/D,22,88.6,0.0
2024-07-22,S/D,21,87.0,1.2
2024-07-23,S/D,21.2,93.7,0.0
2024-07-24,S/D,20.6,87.1,7.1
2024-07-25,S/D,21,89.1,0.0
2024-07-26,S/D,S/D,S/D,0.0
2024-07-27,S/D,22.8,80.1,0.0
2024-07-28,S/D,23.4,82.5,0.0
2024-07-29,S/D,23.8,83.2,0.0
2024-07-30,S/D,22.8,83.1,0.0
2024-07-31,S/D,24.2,82.4,0.0
