Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FLOR DE PUNGA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-07-01,S/D,S/D,88.5,0.0
2025-07-02,S/D,S/D,90.8,0.0
2025-07-03,S/D,S/D,85.6,0.0
2025-07-04,S/D,S/D,87.8,0.0
2025-07-05,S/D,S/D,90.0,0.0
2025-07-06,S/D,S/D,82.1,0.0
2025-07-07,S/D,S/D,79.8,0.0
2025-07-08,S/D,S/D,85.3,0.0
2025-07-09,S/D,S/D,75.3,0.0
2025-07-10,S/D,S/D,75.8,0.0
2025-07-11,S/D,S/D,81.7,0.0
2025-07-12,S/D,S/D,85.3,0.0
2025-07-13,S/D,S/D,81.2,0.0
2025-07-14,S/D,S/D,86.6,0.0
2025-07-15,S/D,S/D,79.6,0.0
2025-07-16,S/D,S/D,77.8,0.0
2025-07-17,S/D,S/D,86.5,0.0
2025-07-18,S/D,S/D,86.2,28.8
2025-07-19,S/D,S/D,87.5,0.0
2025-07-20,S/D,S/D,82.6,0.0
2025-07-21,S/D,S/D,82.8,0.0
2025-07-22,S/D,S/D,81.7,0.0
2025-07-23,S/D,S/D,84.0,0.0
2025-07-24,S/D,S/D,90.0,0.0
2025-07-25,S/D,S/D,86.8,0.0
2025-07-26,S/D,S/D,82.7,1.9
2025-07-27,S/D,S/D,S/D,0.0
2025-07-28,S/D,S/D,84.6,0.0
2025-07-29,S/D,S/D,88.8,0.0
2025-07-30,S/D,S/D,81.4,3.9
2025-07-31,S/D,S/D,85.7,0.0
