Estación : MANITI
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,INDIANA
Latitud :,3°31'13.09'',Longitud :,72°50'27.13'',Altitud :,125 msnm.
Tipo :,PE - Meteorológica,Código :,103009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-05-01,S/D,S/D,89.6,6.6
2024-05-02,S/D,S/D,92.5,0.0
2024-05-03,S/D,S/D,90.7,0.6
2024-05-04,S/D,S/D,90.0,46.0
2024-05-05,S/D,S/D,91.9,0.4
2024-05-06,S/D,S/D,91.0,22.7
2024-05-07,S/D,S/D,91.5,6.1
2024-05-08,S/D,S/D,89.7,28.5
2024-05-09,S/D,S/D,94.2,9.3
2024-05-10,S/D,S/D,87.7,6.3
2024-05-11,S/D,S/D,88.2,0.0
2024-05-12,S/D,S/D,87.3,0.0
2024-05-13,S/D,S/D,88.3,15.0
2024-05-14,S/D,S/D,96.0,34.6
2024-05-15,S/D,S/D,96.9,28.5
2024-05-16,S/D,S/D,94.9,1.7
2024-05-17,S/D,S/D,91.5,0.4
2024-05-18,S/D,S/D,92.8,89.5
2024-05-19,S/D,S/D,92.4,25.2
2024-05-20,S/D,S/D,96.9,40.8
2024-05-21,S/D,S/D,97.3,0.2
2024-05-22,S/D,S/D,91.6,0.0
2024-05-23,S/D,S/D,90.6,24.2
2024-05-24,S/D,S/D,92.4,0.0
2024-05-25,S/D,S/D,87.2,26.8
2024-05-26,S/D,S/D,95.9,1.4
2024-05-27,S/D,S/D,94.4,0.0
2024-05-28,S/D,S/D,94.2,0.0
2024-05-29,S/D,S/D,92.6,0.6
2024-05-30,S/D,S/D,93.7,0.0
