Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : MANITI
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,INDIANA
Latitud :,3°31'13.09'',Longitud :,72°50'27.13'',Altitud :,125 msnm.
Tipo :,PE - Meteorológica,Código :,103009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-03-01,S/D,S/D,93.1,30.0
2025-03-02,S/D,S/D,90.3,3.7
2025-03-03,S/D,S/D,91.9,0.5
2025-03-04,S/D,S/D,91.7,10.1
2025-03-05,S/D,S/D,90.7,1.0
2025-03-06,S/D,S/D,96.4,0.0
2025-03-07,S/D,S/D,91.1,0.0
2025-03-08,S/D,S/D,95.9,83.8
2025-03-09,S/D,S/D,95.4,15.0
2025-03-10,S/D,S/D,94.7,0.0
2025-03-11,S/D,S/D,94.1,0.0
2025-03-12,S/D,S/D,96.9,0.0
2025-03-13,S/D,S/D,96.8,0.0
2025-03-14,S/D,S/D,93.6,74.4
2025-03-15,S/D,S/D,97.8,5.6
2025-03-16,S/D,S/D,98.4,0.7
2025-03-17,S/D,S/D,89.4,0.0
2025-03-18,S/D,S/D,94.1,0.0
2025-03-19,S/D,S/D,86.6,0.0
2025-03-20,S/D,S/D,89.6,34.3
2025-03-21,S/D,S/D,91.4,2.4
2025-03-22,S/D,S/D,90.8,1.6
2025-03-23,S/D,S/D,90.8,51.5
2025-03-24,S/D,S/D,91.7,7.8
2025-03-25,S/D,S/D,88.1,9.0
2025-03-26,S/D,S/D,95.3,10.6
2025-03-27,S/D,S/D,91.0,0.0
2025-03-28,S/D,S/D,89.2,14.5
2025-03-29,S/D,S/D,91.8,40.5
2025-03-30,S/D,S/D,88.5,7.4
2025-03-31,S/D,S/D,95.3,0.0
