Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : MANITI
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,INDIANA
Latitud :,3°31'13.09'',Longitud :,72°50'27.13'',Altitud :,125 msnm.
Tipo :,PE - Meteorológica,Código :,103009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-12-01,S/D,22.8,89.1,0.0
2025-12-02,S/D,23.8,88.1,0.4
2025-12-03,S/D,23.6,87.6,0.5
2025-12-04,S/D,23.8,87.6,0.0
2025-12-05,S/D,23.6,87.6,0.0
2025-12-06,S/D,23.8,85.4,0.0
2025-12-07,S/D,22.8,85.5,0.0
2025-12-08,S/D,23.4,79.9,10.6
2025-12-09,S/D,22.4,90.7,0.0
2025-12-10,S/D,22.6,87.3,0.7
2025-12-11,S/D,23.2,86.0,17.1
2025-12-12,S/D,23.8,93.8,1.7
2025-12-13,S/D,24,96.8,16.3
2025-12-14,S/D,23.6,91.3,0.4
2025-12-15,S/D,22.4,88.1,3.5
2025-12-16,S/D,23.6,93.9,11.7
2025-12-17,S/D,23.2,89.5,50.8
2025-12-18,S/D,22.8,96.8,1.0
2025-12-19,S/D,22.4,91.2,4.7
2025-12-20,S/D,22.2,S/D,0.0
2025-12-21,S/D,22.6,85.1,0.0
2025-12-22,S/D,22.4,84.5,0.0
2025-12-23,S/D,23,82.0,0.0
2025-12-24,S/D,23.2,85.1,0.0
2025-12-25,S/D,23.4,84.8,0.0
2025-12-26,S/D,23.6,83.6,0.0
2025-12-27,S/D,23.2,83.7,8.6
2025-12-28,S/D,23,95.7,55.2
2025-12-29,S/D,22.2,92.9,1.8
2025-12-30,S/D,21.4,90.4,6.8
2025-12-31,S/D,22.2,90.9,38.6
