Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/02/01,08:00,S/D,0.0
2022/02/01,09:00,S/D,0.0
2022/02/01,10:00,S/D,0.0
2022/02/01,11:00,S/D,0.0
2022/02/01,12:00,S/D,0.0
2022/02/01,13:00,S/D,0.0
2022/02/01,14:00,S/D,0.0
2022/02/01,15:00,S/D,0.0
2022/02/01,16:00,S/D,0.0
2022/02/01,17:00,S/D,0.0
2022/02/01,18:00,S/D,0.0
2022/02/01,19:00,S/D,0.0
2022/02/02,07:00,S/D,S/D
2022/02/02,08:00,S/D,0.0
2022/02/02,09:00,S/D,0.0
2022/02/02,10:00,S/D,0.0
2022/02/02,11:00,S/D,0.0
2022/02/02,12:00,S/D,0.0
2022/02/02,13:00,S/D,0.0
2022/02/02,14:00,S/D,0.0
2022/02/02,15:00,S/D,0.0
2022/02/02,16:00,S/D,0.0
2022/02/02,17:00,S/D,0.0
2022/02/02,18:00,S/D,0.0
2022/02/02,19:00,S/D,0.0
2022/02/03,09:00,S/D,0.0
2022/02/03,10:00,S/D,0.0
2022/02/03,11:00,S/D,0.0
2022/02/03,12:00,S/D,0.0
2022/02/03,13:00,S/D,0.3
2022/02/03,14:00,S/D,0.0
2022/02/03,15:00,S/D,0.0
2022/02/03,16:00,S/D,0.0
2022/02/03,17:00,S/D,0.0
2022/02/03,18:00,S/D,0.0
2022/02/03,19:00,S/D,0.0
2022/02/04,09:00,S/D,0.0
2022/02/04,10:00,S/D,0.0
2022/02/04,11:00,S/D,0.0
2022/02/04,12:00,S/D,0.0
2022/02/04,13:00,S/D,0.0
2022/02/04,14:00,S/D,0.0
2022/02/04,15:00,S/D,0.0
2022/02/04,16:00,S/D,0.3
2022/02/04,17:00,S/D,0.0
2022/02/04,18:00,S/D,0.0
2022/02/05,08:00,S/D,0.0
2022/02/05,09:00,S/D,0.0
2022/02/05,10:00,S/D,0.0
2022/02/05,11:00,S/D,0.0
2022/02/05,12:00,S/D,0.0
2022/02/05,13:00,S/D,0.6
2022/02/05,14:00,S/D,24.0
2022/02/05,15:00,S/D,0.0
2022/02/05,16:00,S/D,0.0
2022/02/05,17:00,S/D,0.0
2022/02/05,18:00,S/D,0.0
2022/02/05,19:00,S/D,0.0
2022/02/05,20:00,S/D,0.0
2022/02/06,08:00,S/D,0.0
2022/02/06,09:00,S/D,0.0
2022/02/06,11:00,S/D,0.0
2022/02/06,12:00,S/D,0.0
