Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/03/01,08:00,S/D,0.0
2022/03/01,09:00,S/D,0.0
2022/03/01,10:00,S/D,0.0
2022/03/01,11:00,S/D,0.0
2022/03/01,12:00,S/D,0.0
2022/03/01,15:00,S/D,0.0
2022/03/01,16:00,S/D,0.0
2022/03/01,17:00,S/D,0.0
2022/03/01,18:00,S/D,0.0
2022/03/02,13:00,S/D,0.0
2022/03/02,14:00,S/D,0.0
2022/03/02,15:00,S/D,0.0
2022/03/02,16:00,S/D,0.0
2022/03/02,17:00,S/D,0.0
2022/03/02,18:00,S/D,0.0
2022/03/02,19:00,S/D,0.0
2022/03/02,20:00,S/D,0.0
2022/03/02,21:00,S/D,0.0
2022/03/02,22:00,S/D,0.0
2022/03/03,08:00,S/D,0.0
2022/03/03,09:00,S/D,0.0
2022/03/03,10:00,S/D,0.0
2022/03/03,11:00,S/D,3.6
2022/03/03,12:00,S/D,0.0
2022/03/03,13:00,S/D,0.0
2022/03/03,14:00,S/D,0.0
2022/03/03,15:00,S/D,0.0
2022/03/03,16:00,S/D,0.0
2022/03/03,17:00,S/D,0.0
2022/03/03,18:00,S/D,0.0
2022/03/03,19:00,S/D,0.0
2022/03/03,20:00,S/D,0.0
2022/03/03,21:00,S/D,0.0
2022/03/03,22:00,S/D,0.0
2022/03/04,08:00,S/D,0.0
2022/03/04,09:00,S/D,0.0
2022/03/04,10:00,S/D,0.0
2022/03/04,12:00,S/D,0.0
2022/03/04,14:00,S/D,0.0
2022/03/04,15:00,S/D,0.6
2022/03/04,16:00,S/D,0.0
2022/03/04,17:00,S/D,0.0
2022/03/04,18:00,S/D,0.0
2022/03/05,07:00,S/D,0.0
2022/03/05,08:00,S/D,0.0
2022/03/05,10:00,S/D,0.0
2022/03/05,11:00,S/D,0.0
2022/03/05,15:00,S/D,0.0
2022/03/05,16:00,S/D,0.0
2022/03/05,17:00,S/D,0.0
2022/03/05,18:00,S/D,0.0
2022/03/06,08:00,S/D,0.0
2022/03/06,09:00,S/D,0.0
2022/03/06,10:00,S/D,0.0
2022/03/06,11:00,S/D,0.0
2022/03/06,15:00,S/D,0.0
2022/03/06,16:00,S/D,0.0
2022/03/06,17:00,S/D,0.0
2022/03/06,18:00,S/D,2.7
2022/03/07,09:00,S/D,0.0
2022/03/07,10:00,S/D,0.0
2022/03/07,13:00,S/D,0.0
2022/03/07,14:00,S/D,0.0
2022/03/07,15:00,S/D,0.0
2022/03/07,16:00,S/D,0.0
2022/03/07,17:00,S/D,0.0
2022/03/07,18:00,S/D,0.0
2022/03/07,19:00,S/D,0.0
2022/03/08,09:00,S/D,0.0
2022/03/08,10:00,S/D,0.0
2022/03/08,11:00,S/D,0.0
2022/03/08,12:00,S/D,0.6
2022/03/08,13:00,S/D,1.2
2022/03/08,14:00,S/D,0.0
2022/03/08,15:00,S/D,0.0
2022/03/08,16:00,S/D,0.0
2022/03/08,17:00,S/D,0.0
2022/03/08,18:00,S/D,0.0
2022/03/08,19:00,S/D,0.0
2022/03/08,20:00,S/D,0.0
2022/03/08,21:00,S/D,0.0
2022/03/09,09:00,S/D,0.0
2022/03/09,10:00,S/D,0.0
2022/03/09,11:00,S/D,0.0
2022/03/09,12:00,S/D,0.0
2022/03/09,13:00,S/D,0.0
2022/03/09,14:00,S/D,0.0
2022/03/09,15:00,S/D,0.0
2022/03/09,16:00,S/D,0.0
2022/03/09,17:00,S/D,0.0
2022/03/09,18:00,S/D,0.0
2022/03/09,19:00,S/D,0.0
2022/03/09,20:00,S/D,0.0
2022/03/10,09:00,S/D,0.0
2022/03/10,11:00,S/D,0.0
2022/03/10,15:00,S/D,0.0
2022/03/10,16:00,S/D,0.0
2022/03/10,17:00,S/D,0.0
2022/03/10,18:00,S/D,0.0
2022/03/10,19:00,S/D,S/D
2022/03/11,08:00,S/D,0.0
2022/03/11,09:00,S/D,0.0
2022/03/11,10:00,S/D,0.0
2022/03/11,11:00,S/D,0.0
2022/03/11,15:00,S/D,0.0
2022/03/11,16:00,S/D,0.0
2022/03/11,17:00,S/D,0.0
2022/03/11,18:00,S/D,0.0
2022/03/12,10:00,S/D,0.0
2022/03/12,11:00,S/D,0.0
2022/03/12,12:00,S/D,0.0
