Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2021/06/01,00:00,S/D,0.0
2021/06/01,01:00,S/D,0.0
2021/06/01,02:00,S/D,0.0
2021/06/01,03:00,S/D,0.0
2021/06/01,04:00,S/D,0.0
2021/06/01,05:00,S/D,0.0
2021/06/01,06:00,S/D,0.0
2021/06/01,07:00,S/D,0.0
2021/06/01,08:00,S/D,0.0
2021/06/01,09:00,S/D,0.0
2021/06/01,10:00,S/D,0.0
2021/06/01,11:00,S/D,0.0
2021/06/01,12:00,S/D,0.0
2021/06/01,13:00,S/D,0.0
2021/06/01,14:00,S/D,0.0
2021/06/01,15:00,S/D,0.0
2021/06/01,16:00,S/D,0.0
2021/06/01,17:00,S/D,0.0
2021/06/01,18:00,S/D,0.0
2021/06/01,19:00,S/D,0.0
2021/06/01,20:00,S/D,0.0
2021/06/01,21:00,S/D,0.0
2021/06/01,22:00,S/D,0.0
2021/06/01,23:00,S/D,0.0
2021/06/02,00:00,S/D,0.0
2021/06/02,01:00,S/D,0.0
2021/06/02,02:00,S/D,0.0
2021/06/02,03:00,S/D,0.0
2021/06/02,04:00,S/D,0.0
2021/06/02,05:00,S/D,0.0
2021/06/02,06:00,S/D,0.0
2021/06/02,07:00,S/D,0.0
2021/06/02,08:00,S/D,0.0
2021/06/02,09:00,S/D,0.0
2021/06/02,10:00,S/D,0.0
2021/06/02,11:00,S/D,0.0
2021/06/02,12:00,S/D,0.3
2021/06/02,13:00,S/D,0.0
2021/06/02,14:00,S/D,0.0
2021/06/02,15:00,S/D,0.0
2021/06/02,16:00,S/D,0.0
2021/06/02,17:00,S/D,0.0
2021/06/02,18:00,S/D,0.0
2021/06/02,19:00,S/D,0.0
