Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/02/01,00:00,9.68,0.0
2024/02/01,01:00,9.68,0.0
2024/02/01,02:00,9.67,0.0
2024/02/01,03:00,9.67,0.0
2024/02/01,04:00,9.66,0.0
2024/02/01,05:00,9.66,0.0
2024/02/01,06:00,9.65,0.0
2024/02/01,07:00,9.65,0.0
2024/02/01,08:00,9.65,0.0
2024/02/01,09:00,9.64,0.0
2024/02/01,10:00,9.64,0.0
2024/02/01,11:00,9.63,0.0
2024/02/01,12:00,9.63,0.0
2024/02/01,13:00,9.62,0.0
2024/02/01,14:00,9.62,0.0
2024/02/01,15:00,9.62,0.0
2024/02/01,16:00,9.61,0.0
2024/02/01,17:00,9.60,0.0
2024/02/01,18:00,9.59,0.0
2024/02/01,19:00,9.59,0.0
2024/02/01,20:00,9.59,0.0
2024/02/01,22:00,9.57,0.0
2024/02/01,23:00,9.57,0.0
2024/02/02,00:00,9.56,0.0
2024/02/02,01:00,9.56,0.0
2024/02/02,02:00,9.55,0.0
2024/02/02,03:00,9.55,0.0
2024/02/02,04:00,9.55,0.0
2024/02/02,05:00,9.54,0.0
2024/02/02,06:00,9.53,0.0
2024/02/02,07:00,9.53,0.0
2024/02/02,08:00,9.52,0.0
2024/02/02,09:00,9.52,0.0
2024/02/02,10:00,9.52,0.0
2024/02/02,11:00,9.51,0.0
2024/02/02,12:00,9.51,0.0
2024/02/02,13:00,9.50,0.0
2024/02/02,14:00,9.50,0.0
2024/02/02,15:00,9.50,0.3
2024/02/02,16:00,9.49,0.0
2024/02/02,17:00,9.47,0.0
2024/02/02,18:00,9.47,0.0
2024/02/02,19:00,9.47,0.0
2024/02/02,20:00,9.46,0.0
2024/02/02,21:00,9.46,3.6
2024/02/02,22:00,9.46,0.0
2024/02/02,23:00,9.46,0.0
2024/02/03,00:00,9.46,0.0
2024/02/03,01:00,9.47,0.0
2024/02/03,02:00,9.45,0.0
2024/02/03,03:00,9.45,0.0
2024/02/03,04:00,9.44,4.2
2024/02/03,05:00,9.43,0.3
2024/02/03,06:00,9.42,0.0
2024/02/03,07:00,9.41,0.0
2024/02/03,08:00,9.41,0.0
2024/02/03,09:00,9.40,0.0
2024/02/03,10:00,9.40,0.0
2024/02/03,11:00,9.39,0.0
2024/02/03,12:00,9.39,0.0
2024/02/03,13:00,9.38,0.0
2024/02/03,14:00,9.37,0.0
2024/02/03,15:00,9.37,0.0
2024/02/03,16:00,9.36,0.0
2024/02/03,17:00,9.35,0.0
2024/02/03,18:00,9.35,0.0
2024/02/03,19:00,9.34,0.0
2024/02/03,20:00,9.34,0.0
2024/02/03,21:00,9.34,0.0
2024/02/03,22:00,9.33,0.0
2024/02/03,23:00,9.32,0.0
2024/02/04,00:00,9.33,0.0
2024/02/04,01:00,9.32,0.0
2024/02/04,02:00,9.31,0.0
2024/02/04,03:00,9.31,0.0
2024/02/04,04:00,9.30,0.0
2024/02/04,05:00,9.30,0.0
2024/02/04,06:00,9.29,0.0
2024/02/04,07:00,9.29,0.0
2024/02/04,08:00,9.29,0.0
2024/02/04,09:00,9.29,0.0
2024/02/04,10:00,9.28,0.0
2024/02/04,11:00,9.28,0.0
2024/02/04,12:00,9.28,0.0
2024/02/04,13:00,9.27,0.0
2024/02/04,14:00,9.27,0.0
2024/02/04,15:00,9.27,0.0
2024/02/04,16:00,9.26,0.0
2024/02/04,17:00,9.27,0.0
2024/02/04,18:00,9.26,0.0
2024/02/04,19:00,
