Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/11/01,00:00,3.04,0.0
2024/11/01,01:00,3.07,0.0
2024/11/01,02:00,3.10,0.0
2024/11/01,03:00,3.13,0.0
2024/11/01,04:00,3.17,0.0
2024/11/01,05:00,3.19,0.0
2024/11/01,06:00,3.23,0.0
2024/11/01,07:00,3.26,0.0
2024/11/01,08:00,3.29,0.0
2024/11/01,09:00,3.32,0.0
2024/11/01,10:00,3.36,0.0
2024/11/01,11:00,3.39,0.0
2024/11/01,12:00,3.42,0.0
2024/11/01,13:00,3.45,0.0
2024/11/01,14:00,3.49,0.0
2024/11/01,15:00,3.52,0.0
2024/11/01
