Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/01/01,00:00,9.05,0.0
2025/01/01,01:00,9.05,0.0
2025/01/01,02:00,9.05,0.0
2025/01/01,03:00,9.05,0.0
2025/01/01,04:00,9.05,0.0
2025/01/01,05:00,9.06,0.0
2025/01/01,06:00,9.07,0.0
2025/01/01,07:00,9.07,0.0
2025/01/01,08:00,9.07,0.3
2025/01/01,09:00,9.08,0.6
2025/01/01,10:00,9.08,0.6
2025/01/01,11:00,9.08,0.0
2025/01/01,12:00,9.08,0.0
2025/01/01,13:00,9.08,0.0
2025/01/01,14:00,9.09,0.0
2025/01/01,15:00,9.09,0.0
2025/01/01,16:00,9.09,0.0
2025/01/01,17:00,9.09,0.0
2025/01/01,18:00,9.10,0.0
2025/01/01,19:00,9.10,0.0
2025/01/01,20:00,9.10,0.0
2025/01/01,21:00,9.10,0.0
2025/01/01,22:00,9.11,0.0
2025/01/01,23:00,9.11,0.0
2025/01/02,00:00,9.11,0.0
2025/01/02,01:00,9.11,0.0
2025/01/02,02:00,9.12,0.3
2025/01/02,03:00,9.12,0.0
2025/01/02,04:00,9.12,0.0
2025/01/02,05:00,9.12,0.3
2025/01/02,06:00,9.13,0.3
2025/01/02,07:00,9.13,0.3
2025/01/02,08:00,9.12,0.3
2025/01/02,09:00,9.13,0.0
2025/01/02,10:00,9.13,0.0
2025/01/02,11:00,9.13,0.0
2025/01/02,12:00,9.14,0.0
2025/01/02,13:00,9.14,0.0
2025/01/02,14:00,9.14,0.0
2025/01/02,15:00,9.14,0.0
2025/01/02,16:00,9.14,0.0
2025/01/02,17:00,9.14,0.3
2025/01/02,18:00,9.15,0.3
2025/01/02,19:00,9.15,0.0
2025/01/02,20:00,9.15,0.0
2025/01/02,21:00,9.17,3.0
2025/01/02,22:00,9.17,1.8
2025/01/02,23:00,9.17,1.8
2025/01/03,00:00,9.17,0.3
2025/01/03,01:00,9.17,0.3
2025/01/03,02:00,9.17,0.0
2025/01/03,03:00,9.17,0.0
2025/01/03,04:00,9.17,0.0
2025/01/03,05:00,9.17,0.0
2025/01/03,06:00,9.18,0.0
2025/01/03,07:00,9.18,0.0
2025/01/03,08:00,9.20,15.0
2025/01/03,09:00,9.20,6.0
2025/01/03,10:00,9.20,0.3
2025/01/03,11:00,9.20,0.0
2025/01/03,12:00,9.20,0.0
2025/01/03,13:00,9.21,0.0
2025/01/03,14:00,9.21,0.0
2025/01/03,15:00,9.22,0.0
2025/01/03,16:00,9.22,0.3
2025/01/03,17:00,9.22,0.0
2025/01/03,18:00,9.23,0.0
2025/01/03,19:00,9.23,0.0
2025/01/03,20:00,9.23,S/D
2025/01/03,21:00,9.23,0.0
2025/01/03,22:00,9.23,
