Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/10/01,00:00,5.14,0.0
2025/10/01,01:00,5.14,0.0
2025/10/01,02:00,5.17,0.0
2025/10/01,03:00,S/D,S/D
2025/10/01,05:00,5.21,0.0
2025/10/01,06:00,5.23,0.3
2025/10/01,07:00,5.25,0.0
2025/10/01,08:00,5.27,0.0
2025/10/01,09:00,5.28,0.0
2025/10/01,10:00,5.31,0.0
2025/10/01,11:00,5.32,0.0
2025/10/01,12:00,5.34,0.0
2025/10/01,13:00,5.35,0.0
2025/10/01,14:00,5.37,0.0
2025/10/01,15:00,5.39,0.0
2025/10/01,16:00,5.40,0.0
2025/10/01,17:00,5.42,0.0
2025/10/01,18:00,5.43,0.0
2025/10/01,19:00,5.45,0.0
2025/10/01,20:00,5.46,0.0
2025/10/01,21:00,5.48,0.0
2025/10/01,22:00,5.49,0.0
2025/10/01,23:00,5.51,0.0
2025/10/02,00:00,5.52,0.0
2025/10/02,01:00,5.53,0.0
2025/10/02,02:00,5.55,0.0
2025/10/02,03:00,5.56,0.0
2025/10/02,04:00,5.58,0.0
2025/10/02,05:00,5.58,0.0
2025/10/02,06:00,5.59,0.0
2025/10/02,07:00,5.60,S/D
2025/10/02,08:00,5.62,0.0
2025/10/02,09:00,5.63,0.0
2025/10/02,10:00,5.63,0.0
2025/10/02,11:00,5.65,0.0
2025/10/02,12:00,5.66,0.0
2025/10/02,13:00,5.66,0.0
2025/10/02,14:00,5.67,0.0
2025/10/02,15:00,5.68,0.0
2025/10/02,16:00,5.69,0.0
2025/10/02,17:00,5.69,0.0
2025/10/02,18:00,5.70,0.0
2025/10/02,19:00,5.72,0.0
2025/10/02,20:00,5.72,0.0
