Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/06/01,09:00,S/D,0.0
2022/06/01,10:00,S/D,0.0
2022/06/01,11:00,S/D,1.8
2022/06/01,12:00,S/D,8.4
2022/06/01,13:00,S/D,0.3
2022/06/01,14:00,S/D,0.0
2022/06/01,15:00,S/D,0.0
2022/06/01,16:00,S/D,0.0
2022/06/01,17:00,S/D,0.0
2022/06/01,18:00,S/D,0.0
2022/06/01,19:00,S/D,0.0
2022/06/02,11:00,S/D,0.0
2022/06/02,12:00,S/D,0.0
2022/06/02,13:00,S/D,0.0
2022/06/03,08:00,S/D,0.0
2022/06/03,11:00,S/D,0.0
2022/06/03,12:00,S/D,0.0
2022/06/03,13:00,S/D,0.0
2022/06/03,17:00,S/D,12.2
2022/06/03,18:00,S/D,S/D
2022/06/04,08:00,S/D,0.0
2022/06/04,09:00,S/D,0.0
2022/06/04,10:00,S/D,0.0
2022/06/04,11:00,S/D,0.0
2022/06/04,12:00,S/D,0.0
2022/06/04,13:00,S/D,0.0
2022/06/04,14:00,S/D,0.0
2022/06/04,15:00,S/D,0.0
2022/06/05,08:00,S/D,0.0
2022/06/06,08:00,S/D,0.0
2022/06/06,09:00,S/D,0.0
2022/06/06,10:00,S/D,0.0
2022/06/06,11:00,S/D,0.0
2022/06/06,12:00,S/D,0.0
2022/06/06,13:00,S/D,0.0
2022/06/06,14:00,S/D,0.0
2022/06/06,15:00,S/D,0.0
2022/06/06,16:00,S/D,0.0
2022/06/07,09:00,S/D,0.0
2022/06/07,11:00,S/D,0.0
2022/06/08,09:00,S/D,0.0
2022/06/08,10:00,S/D,0.0
2022/06/08,11:00,S/D,0.0
2022/06/08,13:00,S/D,0.0
2022/06/08,14:00,S/D,0.0
2022/06/09,08:00,S/D,0.0
2022/06/10,14:00,S/D,0.0
2022/06/10,15:00,S/D,0.0
2022/06/10,16:00,S/D,0.0
2022/06/10,17:00,S/D,0.0
2022/06/11,09:00,S/D,0.0
2022/06/11,10:00,S/D,0.0
2022/06/11,11:00,S/D,0.0
2022/06/11,12:00,S/D,0.0
2022/06/11,13:00,S/D,0.0
2022/06/11,15:00,S/D,0.0
2022/06/11,16:00,S/D,0.0
2022/06/11,17:00,S/D,0.0
2022/06/11,21:00,S/D,0.0
2022/06/11,22:00,S/D,0.0
2022/06/11,23:00,S/D,0.0
2022/06/12,09:00,S/D,0.0
2022/06/12,10:00,S/D,0.0
2022/06/13,09:00,S/D,0.0
2022/06/13,13:00,S/D,0.0
2022/06/13,14:00,S/D,0.0
2022/06/13,15:00,S/D,0.0
2022/06/13,16:00,S/D,0.0
2022/06/14,07:00,S/D,0.0
2022/06/14,08:00,S/D,0.0
2022/06/15,08:00,S/D,0.0
2022/06/15,11:00,S/D,0.0
2022/06/16,08:00,S/D,0.0
2022/06/16,09:00,S/D,0.0
2022/06/16,10:00,S/D,0.0
2022/06/16,11:00,S/D,0.0
2022/06/16,12:00,S/D,0.0
