Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/07/01,00:00,7.02,0.0
2023/07/01,01:00,7.01,0.0
2023/07/01,02:00,7.00,0.0
2023/07/01,03:00,6.99,0.0
2023/07/01,04:00,6.99,0.0
2023/07/01,05:00,6.98,0.0
2023/07/01,06:00,6.97,0.0
2023/07/01,07:00,S/D,S/D
2023/07/01,08:00,6.95,0.0
2023/07/01,09:00,6.94,0.0
2023/07/01,10:00,6.94,0.0
2023/07/01,11:00,6.92,0.0
2023/07/01,12:00,6.92,0.0
2023/07/01,13:00,6.90,0.0
2023/07/01,14:00,6.90,0.0
2023/07/01,15:00,6.89,0.0
2023/07/01,16:00,6.88,0.0
2023/07/01,17:00,6.87,0.0
2023/07/01,18:00,6.87,0.0
2023/07/01,19:00,6.86,0.0
2023/07/01,20:00,6.85,0.0
2023/07/01,21:00,6.84,0.0
2023/07/01,22:00,6.83,0.0
2023/07/01,23:00,6.82,0.0
2023/07/02,00:00,6.81,0.0
2023/07/02,01:00,6.81,0.0
2023/07/02,02:00,6.79,0.0
2023/07/02,03:00,6.78,0.0
2023/07/02,04:00,6.78,0.0
2023/07/02,05:00,6.76,0.0
2023/07/02,06:00,6.75,0.0
2023/07/02,07:00,S/D,S/D
2023/07/02,08:00,6.74,0.0
2023/07/02,09:00,6.74,0.0
2023/07/02,10:00,6.71,0.0
2023/07/02,11:00,6.71,0.0
2023/07/02,12:00,6.69,0.0
2023/07/02,13:00,6.68,0.0
2023/07/02,14:00,6.67,0.0
2023/07/02,15:00,6.67,0.0
2023/07/02,16:00,6.65,0.0
2023/07/02,17:00,6.64,0.0
2023/07/02,18:00,6.64,0.0
2023/07/02,19:00,6.62,0.0
2023/07/02,20:00,6.61,0.0
2023/07/02,21:00,6.60,0.0
2023/07/02,22:00,6.59,0.0
2023/07/02,23:00,6.57,0.0
2023/07/03,00:00,6.57,0.0
2023/07/03,
