Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/10/01,00:00,S/D,0.0
2022/10/01,01:00,S/D,0.0
2022/10/01,02:00,S/D,0.0
2022/10/01,03:00,S/D,0.0
2022/10/01,04:00,S/D,0.0
2022/10/01,05:00,S/D,0.0
2022/10/01,06:00,S/D,0.0
2022/10/01,07:00,S/D,0.0
2022/10/01,08:00,S/D,0.0
2022/10/01,11:00,S/D,0.0
2022/10/01,13:00,S/D,0.0
2022/10/01,14:00,S/D,0.0
2022/10/01,15:00,S/D,0.0
2022/10/01,16:00,S/D,0.6
2022/10/01,17:00,S/D,0.0
2022/10/01,18:00,S/D,0.3
2022/10/01,19:00,S/D,0.0
2022/10/01,20:00,S/D,0.0
2022/10/01,21:00,S/D,0.0
2022/10/01,22:00,S/D,0.0
2022/10/01,23:00,S/D,0.0
2022/10/02,00:00,S/D,0.0
2022/10/02,01:00,S/D,0.0
2022/10/02,02:00,S/D,0.0
2022/10/02,03:00,S/D,0.0
2022/10/02,04:00,S/D,0.0
2022/10/02,05:00,S/D,0.0
2022/10/02,06:00,S/D,0.0
2022/10/02,07:00,S/D,0.0
2022/10/02,10:00,S/D,0.0
2022/10/02,13:00,S/D,0.0
2022/10/02,14:00,S/D,0.0
2022/10/02,15:00,S/D,0.0
2022/10/02,16:00,S/D,0.0
2022/10/02,17:00,S/D,0.6
2022/10/02,18:00,S/D,0.3
2022/10/02,19:00,S/D,0.0
2022/10/02,20:00,S/D,0.0
2022/10/02,21:00,S/D,0.0
2022/10/02,22:00,S/D,0.0
2022/10/02,23:00,S/D,0.0
2022/10/03,00:00,S/D,0.0
2022/10/03,01:00,S/D,0.0
2022/10/03,03:00,S/D,0.0
