Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/06/01,00:00,12.78,0.0
2025/06/01,01:00,12.78,0.0
2025/06/01,02:00,12.78,0.0
2025/06/01,03:00,12.78,0.0
2025/06/01,04:00,12.78,0.0
2025/06/01,05:00,12.78,0.0
2025/06/01,06:00,12.78,0.0
2025/06/01,07:00,12.78,0.0
2025/06/01,08:00,12.78,0.0
2025/06/01
