Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/05/01,09:00,S/D,0.0
2022/05/01,11:00,S/D,0.0
2022/05/01,12:00,S/D,0.0
2022/05/01,13:00,S/D,0.0
2022/05/01,15:00,S/D,0.0
2022/05/01,16:00,S/D,0.0
2022/05/01,17:00,S/D,0.0
2022/05/01,18:00,S/D,0.0
2022/05/01,19:00,S/D,0.0
2022/05/01,20:00,S/D,0.0
2022/05/02,11:00,S/D,0.0
2022/05/02,12:00,S/D,0.0
2022/05/02,13:00,S/D,0.0
2022/05/02,15:00,S/D,0.0
2022/05/02,16:00,S/D,0.0
2022/05/02,17:00,S/D,0.0
2022/05/02
