Estación : ENAPU PERU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°43'38'',Longitud :,73°14'13'',Altitud :,126 msnm.
Tipo :,EHMA - Hidrológica,Código :,47252718
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2021/05/01,00:00,S/D,0.0
2021/05/01,01:00,S/D,0.0
2021/05/01,02:00,S/D,0.0
2021/05/01,03:00,S/D,0.0
2021/05/01,04:00,S/D,0.0
2021/05/01,05:00,S/D,0.0
2021/05/01,06:00,S/D,0.0
2021/05/01,07:00,S/D,0.6
2021/05/01,08:00,S/D,0.0
2021/05/01,09:00,S/D,1.5
2021/05/01,10:00,S/D,5.7
2021/05/01,11:00,S/D,1.8
2021/05/01,12:00,S/D,0.0
2021/05/01,13:00,S/D,0.0
2021/05/01,14:00,S/D,0.0
2021/05/01,15:00,S/D,0.0
2021/05/01
