Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BRETAÑA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,PUINAHUA
Latitud :,5°15'56.43'',Longitud :,74°21'22.98'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105090
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2021-07-01,S/D,S/D,72.9,0.0
2021-07-02,S/D,S/D,80.4,0.0
2021-07-03,S/D,S/D,85.8,0.0
2021-07-04,S/D,S/D,87.1,0.0
2021-07-05,S/D,S/D,87.8,0.0
2021-07-06,S/D,S/D,89.3,0.0
2021-07-07,S/D,S/D,89.0,0.0
2021-07-08,S/D,S/D,88.4,5.0
2021-07-09,S/D,S/D,90.1,18.6
2021-07-10,S/D,S/D,87.7,0.0
2021-07-11,S/D,S/D,83.3,8.2
2021-07-12,S/D,S/D,86.3,0.0
2021-07-13,S/D,S/D,89.6,0.0
2021-07-14,S/D,S/D,85.7,0.0
2021-07-15,S/D,S/D,85.5,0.0
2021-07-16,S/D,S/D,90.6,0.0
2021-07-17,S/D,S/D,89.5,21.8
2021-07-18,S/D,S/D,S/D,2.2
2021-07-19,S/D,S/D,S/D,0.0
2021-07-20,S/D,S/D,90.8,0.0
2021-07-21,S/D,S/D,90.6,0.0
2021-07-22,S/D,S/D,84.6,0.0
2021-07-23,S/D,S/D,84.5,0.0
2021-07-24,S/D,S/D,90.2,0.0
2021-07-25,S/D,S/D,88.4,26.2
2021-07-26,S/D,S/D,88.8,0.0
2021-07-27,S/D,S/D,86.2,0.0
2021-07-28,S/D,S/D,83.7,8.2
2021-07-29,S/D,S/D,83.2,0.0
2021-07-30,S/D,S/D,83.7,0.0
2021-07-31,S/D,S/D,84.8,0.0
