Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BRETAÑA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,PUINAHUA
Latitud :,5°15'56.43'',Longitud :,74°21'22.98'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105090
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-12-01,S/D,S/D,88.2,0.0
2023-12-02,S/D,S/D,75.0,0.0
2023-12-03,S/D,S/D,90.1,0.0
2023-12-04,S/D,S/D,83.0,0.0
2023-12-05,S/D,S/D,89.8,0.0
2023-12-06,S/D,S/D,94.0,62.2
2023-12-07,S/D,S/D,81.8,0.0
2023-12-08,S/D,S/D,83.0,25.6
2023-12-09,S/D,S/D,91.6,12.0
2023-12-10,S/D,S/D,84.0,0.0
2023-12-11,S/D,S/D,83.1,26.0
2023-12-12,S/D,S/D,85.3,0.0
2023-12-13,S/D,S/D,92.3,10.2
2023-12-14,S/D,S/D,83.0,22.5
2023-12-15,S/D,S/D,86.7,7.4
2023-12-16,S/D,S/D,87.1,0.0
2023-12-17,S/D,S/D,90.4,12.2
2023-12-18,S/D,S/D,87.8,0.0
2023-12-19,S/D,S/D,83.1,0.0
2023-12-20,S/D,S/D,88.6,9.6
2023-12-21,S/D,S/D,88.8,0.0
2023-12-22,S/D,S/D,91.5,0.0
2023-12-23,S/D,S/D,90.5,0.0
2023-12-24,S/D,S/D,89.6,6.8
2023-12-25,S/D,S/D,87.6,0.0
2023-12-26,S/D,S/D,91.5,30.9
2023-12-27,S/D,S/D,91.8,0.0
2023-12-28,S/D,S/D,88.8,0.0
2023-12-29,S/D,S/D,88.6,17.6
2023-12-30,S/D,S/D,86.6,4.2
2023-12-31,S/D,S/D,85.6,0.0
