Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BRETAÑA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,PUINAHUA
Latitud :,5°15'56.43'',Longitud :,74°21'22.98'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105090
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-03-01,S/D,S/D,88.7,0.0
2022-03-02,S/D,S/D,92.4,0.0
2022-03-03,S/D,S/D,86.9,0.0
2022-03-04,S/D,S/D,89.1,0.0
2022-03-05,S/D,S/D,87.7,0.0
2022-03-06,S/D,S/D,S/D,20.5
2022-03-07,S/D,S/D,91.4,1.2
2022-03-08,S/D,S/D,90.9,17.0
2022-03-09,S/D,S/D,92.8,0.0
2022-03-10,S/D,S/D,89.5,37.3
2022-03-11,S/D,S/D,89.7,0.0
2022-03-12,S/D,S/D,91.1,74.8
2022-03-13,S/D,S/D,90.6,7.3
2022-03-14,S/D,S/D,87.0,0.0
2022-03-15,S/D,S/D,90.5,0.0
2022-03-16,S/D,S/D,90.3,0.8
2022-03-17,S/D,S/D,88.6,0.0
2022-03-18,S/D,S/D,92.9,42.6
2022-03-19,S/D,S/D,S/D,10.8
2022-03-20,S/D,S/D,91.4,0.0
2022-03-21,S/D,S/D,92.8,0.0
2022-03-22,S/D,S/D,85.8,0.0
2022-03-23,S/D,S/D,91.7,30.6
2022-03-24,S/D,S/D,89.5,0.0
2022-03-25,S/D,S/D,88.7,0.0
2022-03-26,S/D,S/D,86.6,0.0
2022-03-27,S/D,S/D,92.3,0.0
2022-03-28,S/D,S/D,92.3,17.0
2022-03-29,S/D,S/D,89.0,0.0
2022-03-30,S/D,S/D,89.9,3.4
2022-03-31,S/D,S/D,S/D,7.4
