Estación : BRETAÑA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,PUINAHUA
Latitud :,5°15'56.43'',Longitud :,74°21'22.98'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105090
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-06-01,S/D,S/D,80.0,0.0
2024-06-02,S/D,S/D,85.1,0.0
2024-06-03,S/D,S/D,85.4,3.2
2024-06-04,S/D,S/D,88.2,22.4
2024-06-05,S/D,S/D,87.5,2.4
2024-06-06,S/D,S/D,83.3,0.0
2024-06-07,S/D,S/D,89.5,0.0
2024-06-08,S/D,S/D,90.4,23.9
2024-06-09,S/D,S/D,87.9,10.5
2024-06-10,S/D,S/D,88.4,0.0
2024-06-11,S/D,S/D
