Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : TAMSHIYACU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,FERNANDO LORES
Latitud :,4°0'12.81'',Longitud :,73°9'40.02'',Altitud :,94 msnm.
Tipo :,CO - Meteorológica,Código :,103049
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-12-01,S/D,S/D,90.7,0.0
2024-12-02,S/D,S/D,90.2,0.0
2024-12-03,S/D,S/D,86.6,0.0
2024-12-04,S/D,S/D,89.5,0.0
2024-12-05,S/D,S/D,91.1,93.8
2024-12-06,S/D,S/D,S/D,S/D
2024-12-07,S/D,S/D,93.9,10.2
2024-12-08,S/D,S/D,S/D,S/D
2024-12-09,S/D,S/D,92.5,40.2
2024-12-10,S/D,S/D,93.7,2.2
2024-12-11,S/D,S/D,S/D,0.0
2024-12-12,S/D,S/D,89.5,35.2
2024-12-13,S/D,S/D,86.2,0.0
2024-12-14,S/D,S/D,87.2,34.9
2024-12-15,S/D,S/D,91.4,28.2
2024-12-16,S/D,S/D,92.7,1.8
2024-12-17,S/D,S/D,93.9,26.6
2024-12-18,S/D,S/D,92.0,0.0
2024-12-19,S/D,S/D,90.2,36.0
2024-12-20,S/D,S/D,91.0,18.8
2024-12-21,S/D,S/D,90.6,13.6
2024-12-22,S/D,S/D,92.6,41.3
2024-12-24,S/D,S/D,88.3,6.8
2024-12-25,S/D,S/D,93.5,0.0
2024-12-26,S/D,S/D,91.0,61.0
2024-12-27,S/D,S/D,92.5,1.2
2024-12-28,S/D,S/D,94.1,0.0
2024-12-29,S/D,S/D,88.1,22.5
2024-12-30,S/D,S/D,93.6,0.0
2024-12-31,S/D,S/D,S/D,S/D
