Estación : AMAZONAS
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,BELEN
Latitud :,3°46'.58'',Longitud :,73°15'11.07'',Altitud :,86 msnm.
Tipo :,HLM - Hidrológica,Código :,240503
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-12-01,16.95,16.95,16.96,16.97,16.96
2025-12-02,16.99,16.99,17.00,17.01,17.00
2025-12-03,17.03,17.03,17.04,17.05,17.04
2025-12-04,17.08,17.08,17.09,17.10,17.09
2025-12-05,17.10,17.10,17.11,17.12,17.11
2025-12-06,17.09,17.09,17.09,17.10,17.09
