Estación : AMAZONAS
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,BELEN
Latitud :,3°46'.58'',Longitud :,73°15'11.07'',Altitud :,86 msnm.
Tipo :,HLM - Hidrológica,Código :,240503
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-10-01,11.34,11.38,11.42,11.48,11.41
2025-10-02,11.62,11.69,11.74,11.83,11.72
2025-10-03,12.03,12.10,12.19,12.30,12.16
2025-10-04,12.35,12.37,12.38,12.40,12.38
