Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : CHIRIACO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,IMAZA
Latitud :,5°9'41.2'',Longitud :,78°17'17'',Altitud :,323 msnm.
Tipo :,CO - Meteorológica,Código :,105104
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-04-01,30,S/D,S/D,22.7
2019-04-02,33,S/D,80.0,1.8
2019-04-03,31.5,S/D,87.3,19.5
2019-04-04,33.7,S/D,81.6,0.0
2019-04-05,35,S/D,78.8,15.4
2019-04-06,29.4,S/D,91.3,19.0
2019-04-07,26,S/D,90.4,5.6
2019-04-08,30,S/D,84.3,0.0
2019-04-09,33.5,S/D,82.2,0.0
2019-04-10,34.5,S/D,75.8,0.0
2019-04-11,33.2,S/D,82.4,0.0
2019-04-12,30.5,S/D,83.6,0.0
2019-04-13,27.5,S/D,94.4,37.4
2019-04-14,33.5,S/D,81.0,0.0
2019-04-15,33.2,S/D,81.9,0.0
2019-04-16,32.2,S/D,83.2,0.0
2019-04-17,30.5,S/D,86.6,2.2
2019-04-18,31.5,S/D,84.6,0.0
2019-04-19,30.2,S/D,86.5,0.0
2019-04-20,32,S/D,89.5,3.5
2019-04-21,30.5,S/D,86.9,0.0
2019-04-22,34,S/D,81.8,0.0
2019-04-23,32.2,S/D,85.3,0.0
2019-04-24,31.1,S/D,88.2,8.0
2019-04-25,30,S/D,86.2,4.5
2019-04-26,31.6,S/D,87.4,23.2
2019-04-27,31.4,S/D,89.3,22.2
2019-04-28,29.2,S/D,91.7,0.5
2019-04-29,32,S/D,85.3,0.0
2019-04-30,30.5,S/D,87.9,0.0
