Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : CHIRIACO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,IMAZA
Latitud :,5°9'41.2'',Longitud :,78°17'17'',Altitud :,323 msnm.
Tipo :,CO - Meteorológica,Código :,105104
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-01-01,28.5,S/D,87.5,0.0
2019-01-02,25,S/D,95.6,17.4
2019-01-03,24.4,S/D,94.5,3.5
2019-01-04,23.5,S/D,96.3,6.9
2019-01-05,30.2,S/D,87.5,0.0
2019-01-06,32.8,S/D,84.5,0.0
2019-01-07,31.4,S/D,84.2,0.0
2019-01-08,31.5,S/D,84.5,0.0
2019-01-09,34,S/D,74.9,0.0
2019-01-10,33,S/D,85.3,1.3
2019-01-11,33.2,S/D,84.6,0.0
2019-01-12,33.6,S/D,76.8,0.0
2019-01-13,33.5,S/D,81.6,1.9
2019-01-14,31,S/D,87.7,8.8
2019-01-15,25.2,S/D,93.8,9.3
2019-01-16,29.7,S/D,90.4,14.4
2019-01-17,24.8,S/D,94.8,7.2
2019-01-18,29.2,S/D,87.5,4.1
2019-01-19,28,S/D,90.6,16.8
2019-01-20,29,S/D,92.7,43.6
2019-01-21,29,S/D,87.2,0.0
2019-01-22,29.8,S/D,87.1,12.5
2019-01-23,27,S/D,91.8,8.5
2019-01-24,30,S/D,91.2,0.0
2019-01-25,26.8,S/D,87.6,0.0
2019-01-26,33,S/D,82.0,3.2
2019-01-27,30.5,S/D,87.0,3.5
2019-01-28,30,S/D,86.6,0.4
2019-01-29,29.9,S/D,88.5,6.0
2019-01-30,29.6,S/D,87.9,4.8
2019-01-31,29.6,S/D,89.4,15.4
