Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUNCHANA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°41'25.07'',Longitud :,73°15'20.13'',Altitud :,91 msnm.
Tipo :,PE - Meteorológica,Código :,103015
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2021-03-01,30.4,22.4,93.3,0.0
2021-03-02,30.8,23.8,88.2,17.3
2021-03-03,28.2,23.2,92.1,0.0
2021-03-04,31,23,81.7,0.0
2021-03-05,31.8,23.8,84.7,0.0
2021-03-06,31.2,24,81.5,48.6
2021-03-07,28.4,22,89.4,11.4
2021-03-08,31.8,23,86.4,0.0
2021-03-09,28.2,23.8,91.0,0.8
2021-03-10,26.6,24,95.3,1.2
2021-03-11,29.4,22,91.7,0.0
2021-03-12,28.8,22.8,92.3,0.0
2021-03-13,32,23.2,86.3,16.2
2021-03-14,32.2,23.2,87.3,0.0
2021-03-15,31,23.8,89.5,63.3
2021-03-16,28,22,90.8,0.8
2021-03-17,31.6,22.8,87.6,0.0
2021-03-18,32.2,23.2,85.1,41.2
2021-03-19,S/D,23,S/D,0.0
2021-03-20,S/D,23,S/D,S/D
2021-03-22,S/D,21.2,S/D,S/D
2021-03-31,30,23.6,85.8,2.2
