Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUNCHANA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°41'25.07'',Longitud :,73°15'20.13'',Altitud :,91 msnm.
Tipo :,PE - Meteorológica,Código :,103015
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-01-01,S/D,S/D,S/D,S/D
2024-01-02,36,25,S/D,2.4
2024-01-03,32.8,26.2,S/D,4.7
2024-01-04,35.8,25.6,S/D,0.0
2024-01-05,32.4,25.4,S/D,0.0
2024-01-06,33.4,23.4,S/D,0.0
2024-01-07,35.2,25.6,S/D,8.7
2024-01-08,34.2,24.2,S/D,16.0
2024-01-09,32.2,24.4,S/D,0.0
2024-01-10,33.8,25.2,S/D,39.3
2024-01-11,33.2,24.4,S/D,26.8
2024-01-12,30.8,23.8,S/D,0.0
2024-01-13,34.6,25.2,S/D,0.0
2024-01-14,34.4,25,S/D,0.0
2024-01-15,34.2,25.4,S/D,47.8
2024-01-16,34.8,24.2,S/D,55.4
2024-01-17,27.2,24,S/D,30.3
2024-01-18,32,24.4,S/D,1.2
2024-01-19,31.4,23.6,S/D,0.0
2024-01-20,31.4,24.8,S/D,5.0
2024-01-21,32,24.6,S/D,0.0
2024-01-22,35,24.2,S/D,58.3
2024-01-23,34,24,S/D,3.0
2024-01-24,34.4,25,S/D,6.0
2024-01-25,33,25.4,S/D,5.0
2024-01-26,34,23,S/D,3.0
2024-01-27,34.2,24.6,S/D,0.0
2024-01-28,32.6,25,S/D,0.0
2024-01-29,33.2,25,S/D,0.0
2024-01-30,34.4,26.2,S/D,9.9
2024-01-31,30.2,24.8,S/D,0.0
