Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-03-01,4.44,4.42,4.40,4.38,4.41
2024-03-02,4.30,4.28,4.26,4.24,4.27
2024-03-03,4.20,4.20,4.18,4.18,4.19
2024-03-04,4.15,4.13,4.11,4.09,4.12
2024-03-05,3.99,3.97,3.94,3.92,3.96
2024-03-06,3.87,3.85,3.83,3.80,3.84
2024-03-07,3.76,3.76,3.74,3.74,3.75
2024-03-08,3.69,3.71,3.73,3.75,3.72
2024-03-09,3.79,3.79,3.77,3.77,3.78
2024-03-10,3.70,3.68,3.66,3.64,3.67
2024-03-11,3.58,3.61,3.63,3.65,3.62
2024-03-12,3.77,3.79,3.81,3.83,3.80
2024-03-13,3.90,3.92,3.94,3.96,3.93
2024-03-14,4.02,4.02,4.05,4.05,4.04
2024-03-15,4.10,4.12,4.14,4.16,4.13
2024-03-16,4.20,4.23,4.26,4.29,4.25
2024-03-17,4.35,4.35,4.37,4.37,4.36
2024-03-18,4.40,4.42,4.44,4.46,4.43
2024-03-19,4.57,4.59,4.62,4.64,4.61
2024-03-20,4.70,4.70,4.70,4.70,4.70
2024-03-21,4.68,4.71,4.73,4.76,4.72
2024-03-22,4.83,4.85,4.87,4.89,4.86
2024-03-23,4.95,4.97,4.99,5.02,4.98
2024-03-24,5.10,5.13,5.15,5.17,5.14
2024-03-25,5.23,5.24,5.25,5.27,5.25
2024-03-26,5.31,5.32,5.34,5.36,5.33
2024-03-27,5.43,5.41,5.39,5.37,5.40
2024-03-28,5.30,5.28,5.26,5.24,5.27
2024-03-29,5.15,5.14,5.13,5.10,5.13
2024-03-30,5.05,5.03,5.01,4.98,5.02
2024-03-31,4.96,4.94,4.92,4.90,4.93
