Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-09-01,4.81,4.78,4.74,4.71,4.76
2020-09-02,4.55,4.51,4.47,4.44,4.49
2020-09-03,4.33,4.32,4.31,4.30,4.32
2020-09-04,4.27,4.27,4.27,4.27,4.27
2020-09-05,4.25,4.24,4.23,4.21,4.23
2020-09-06,4.16,4.16,4.17,4.17,4.17
2020-09-07,4.19,4.21,4.25,4.29,4.24
2020-09-08,4.47,4.49,4.51,4.54,4.50
2020-09-09,4.63,4.63,4.62,4.62,4.63
2020-09-10,4.55,4.55,4.55,4.56,4.55
2020-09-11,4.61,4.62,4.64,4.67,4.64
2020-09-12,4.78,4.77,4.76,4.76,4.77
2020-09-13,4.71,4.69,4.63,4.59,4.66
2020-09-14,4.46,4.44,4.41,4.37,4.42
2020-09-15,4.33,4.32,4.30,4.17,4.28
2020-09-16,4.19,4.19,4.20,4.20,4.20
2020-09-17,4.24,4.26,4.28,4.30,4.27
2020-09-18,4.39,4.39,4.40,4.41,4.40
2020-09-19,4.46,4.46,4.47,4.47,4.47
2020-09-20,4.50,4.50,4.51,4.51,4.51
2020-09-21,4.55,4.55,4.55,4.56,4.55
2020-09-22,4.59,4.59,4.59,4.59,4.59
2020-09-23,4.56,4.56,4.57,4.57,4.57
2020-09-24,4.58,4.60,4.63,4.69,4.63
2020-09-25,4.78,4.80,4.83,4.85,4.82
2020-09-26,4.92,4.92,4.91,4.90,4.91
2020-09-27,4.86,4.85,4.83,4.80,4.84
2020-09-28,4.79,4.79,4.80,4.81,4.80
2020-09-29,4.85,4.86,4.88,4.91,4.88
2020-09-30,5.11,5.12,5.14,5.17,5.14
