Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-11-01,1.75,1.73,1.70,1.68,1.72
2023-11-02,1.55,1.53,1.50,1.49,1.52
2023-11-03,1.45,1.43,1.40,1.38,1.42
2023-11-04,1.30,1.33,1.36,1.39,1.35
2023-11-05,1.45,1.47,1.48,1.52,1.48
2023-11-06,1.87,1.89,1.90,1.92,1.90
2023-11-07,1.98,1.98,1.96,1.96,1.97
2023-11-08,1.90,1.90,1.90,1.90,1.90
2023-11-09,1.85,1.87,1.89,1.92,1.88
2023-11-10,1.96,2.02,2.04,2.06,2.02
2023-11-11,2.15,2.18,2.22,2.25,2.20
2023-11-12,2.35,2.38,2.40,2.42,2.39
2023-11-13,2.55,2.55,2.53,2.53,2.54
2023-11-14,2.49,2.47,2.45,2.43,2.46
2023-11-15,2.40,2.43,2.46,2.49,2.45
2023-11-16,2.73,2.75,2.77,2.90,2.79
2023-11-17,2.84,2.87,2.89,2.91,2.88
2023-11-18,3.05,3.03,3.02,3.02,3.03
2023-11-19,3.04,3.04,3.04,3.04,3.04
2023-11-20,3.06,3.07,3.09,3.10,3.08
2023-11-21,3.13,3.12,3.10,3.08,3.11
2023-11-22,3.05,3.05,3.05,3.05,3.05
2023-11-23,3.08,3.06,3.03,3.02,3.05
2023-11-24,2.95,2.93,2.90,2.88,2.92
2023-11-25,2.85,2.83,2.80,2.78,2.82
2023-11-26,2.73,2.70,2.68,2.66,2.69
2023-11-27,2.55,2.57,2.59,2.62,2.58
2023-11-28,2.81,2.83,2.85,2.88,2.84
2023-11-29,2.97,3.02,3.05,3.08,3.03
2023-11-30,3.23,3.26,3.29,3.32,3.28
