Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-01-01,8.03,8.04,8.05,8.05,8.04
2020-01-02,8.10,8.10,8.10,8.10,8.10
2020-01-03,8.11,8.11,8.11,8.11,8.11
2020-01-04,8.11,8.11,8.10,8.10,8.11
2020-01-05,8.06,8.05,8.03,8.01,8.04
2020-01-06,7.98,7.97,7.96,7.94,7.96
2020-01-07,7.87,7.86,7.85,7.85,7.86
2020-01-08,7.80,7.80,7.80,7.80,7.80
2020-01-09,7.77,7.77,7.77,7.78,7.77
2020-01-10,7.81,7.81,7.81,7.80,7.81
2020-01-11,7.73,7.71,7.67,7.63,7.69
2020-01-12,7.41,7.38,7.34,7.29,7.36
2020-01-13,7.13,7.10,7.06,7.02,7.08
2020-01-14,6.78,6.74,6.70,6.65,6.72
2020-01-15,6.39,6.38,6.36,6.34,6.37
2020-01-16,6.28,6.26,6.23,6.19,6.24
2020-01-17,6.09,6.05,6.00,5.96,6.03
2020-01-18,5.68,5.64,5.60,5.55,5.62
2020-01-19,5.28,5.24,5.19,5.14,5.21
2020-01-20,4.97,4.93,4.89,4.84,4.91
2020-01-21,4.65,4.64,4.62,4.60,4.63
2020-01-22,4.54,4.54,4.54,4.54,4.54
2020-01-23,4.54,4.55,4.57,4.60,4.57
2020-01-24,4.83,4.85,4.87,4.91,4.87
2020-01-25,4.92,4.95,4.99,5.05,4.98
2020-01-26,5.34,5.38,5.43,5.48,5.41
2020-01-27,5.62,5.62,5.54,5.57,5.59
2020-01-28,5.46,5.41,5.35,5.30,5.38
2020-01-29,5.14,5.11,5.08,5.04,5.09
2020-01-30,4.89,4.86,4.88,4.81,4.86
2020-01-31,4.74,4.73,4.71,4.70,4.72
