Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-06-01,7.94,7.94,7.94,7.95,7.94
2020-06-02,7.96,7.96,7.97,7.98,7.97
2020-06-03,7.98,8.00,8.01,8.03,8.01
2020-06-04,8.08,8.08,8.08,8.08,8.08
2020-06-05,8.08,8.08,8.07,8.07,8.08
2020-06-06,8.05,8.05,8.04,8.04,8.05
2020-06-07,8.02,8.02,8.01,8.00,8.01
2020-06-08,7.98,7.98,7.97,7.97,7.98
2020-06-09,7.94,7.92,7.91,7.89,7.92
2020-06-10,7.86,7.84,7.82,7.81,7.83
2020-06-11,7.78,7.78,7.78,7.78,7.78
2020-06-12,7.76,7.75,7.74,7.72,7.74
2020-06-13,7.68,7.65,7.62,7.60,7.64
2020-06-14,7.56,7.54,7.52,7.49,7.53
2020-06-15,7.43,7.41,7.37,7.32,7.38
2020-06-16,7.22,7.19,7.15,7.11,7.17
2020-06-17,6.96,6.91,6.87,6.84,6.90
2020-06-18,6.74,6.71,6.68,6.65,6.70
2020-06-19,6.57,6.57,6.58,6.58,6.58
2020-06-20,6.67,6.70,6.73,6.76,6.72
2020-06-21,6.83,6.85,6.88,6.91,6.87
2020-06-22,6.97,6.97,6.97,6.97,6.97
2020-06-23,6.99,6.99,7.00,7.01,7.00
2020-06-24,7.09,7.09,7.10,7.11,7.10
2020-06-25,7.16,7.16,7.17,7.18,7.17
2020-06-26,7.22,7.23,7.25,7.28,7.25
2020-06-27,7.39,7.39,7.39,7.39,7.39
2020-06-28,7.41,7.42,7.43,7.44,7.43
2020-06-29,7.49,7.50,7.51,7.53,7.51
2020-06-30,7.58,7.59,7.60,7.61,7.60
