Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-10-01,2.55,2.51,2.47,2.44,2.49
2024-10-02,2.34,2.30,2.27,2.23,2.29
2024-10-03,2.09,2.05,2.01,1.97,2.03
2024-10-04,1.91,1.89,1.87,1.85,1.88
2024-10-05,1.80,1.80,1.81,1.81,1.81
2024-10-06,1.82,1.82,1.82,1.82,1.82
2024-10-07,1.84,1.85,1.87,1.87,1.86
2024-10-08,1.88,1.88,1.88,1.88,1.88
2024-10-09,1.86,1.88,1.90,1.92,1.89
2024-10-10,1.97,1.97,1.99,1.99,1.98
2024-10-11,2.04,2.04,2.03,2.01,2.03
2024-10-12,1.98,1.97,1.95,1.93,1.96
2024-10-13,1.89,1.88,1.87,1.87,1.88
2024-10-14,1.85,1.84,1.83,1.82,1.84
2024-10-15,1.79,1.79,1.79,1.79,1.79
2024-10-16,1.77,1.77,1.76,1.76,1.77
2024-10-17,1.74,1.75,1.77,1.78,1.76
2024-10-18,1.80,1.80,1.81,1.82,1.81
2024-10-19,1.84,1.86,1.88,1.90,1.87
2024-10-20,1.95,1.97,1.99,2.02,1.98
2024-10-21,2.10,2.10,2.12,2.14,2.12
2024-10-22,2.17,2.16,2.15,2.15,2.16
2024-10-23,2.11,2.08,2.04,1.99,2.06
2024-10-24,1.86,1.84,1.82,1.80,1.83
2024-10-25,1.74,1.74,1.74,1.74,1.74
2024-10-26,1.76,1.77,1.78,1.79,1.78
2024-10-27,1.80,1.80,1.81,1.81,1.81
2024-10-28,1.75,1.73,1.71,1.69,1.72
2024-10-29,1.64,1.66,1.66,1.68,1.66
2024-10-30,1.71,1.73,1.75,1.77,1.74
2024-10-31,1.85,1.88,1.91,1.94,1.90
