Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-12-01,6.72,6.71,6.69,6.67,6.70
2025-12-02,6.64,6.64,6.64,6.64,6.64
2025-12-03,6.59,6.61,6.63,6.65,6.62
2025-12-04,6.71,6.72,6.72,6.74,6.72
2025-12-05,6.78,6.76,6.73,6.71,6.75
2025-12-06,6.63,6.61,6.59,6.57,6.60
2025-12-07,6.52,6.52,6.50,6.50,6.51
2025-12-08,6.46,6.44,6.42,6.39,6.43
2025-12-09,6.28,6.24,6.20,6.16,6.22
2025-12-10,5.99,5.95,5.91,5.88,5.93
2025-12-11,5.61,5.56,5.51,5.47,5.54
2025-12-12,5.23,5.20,5.17,5.14,5.19
2025-12-13,5.01,4.97,4.92,4.88,4.95
2025-12-14,4.60,4.56,4.53,4.49,4.55
2025-12-15,4.24,4.21,4.18,4.14,4.19
2025-12-16,3.99,3.96,3.93,3.90,3.95
2025-12-17,3.82,3.80,3.78,3.76,3.79
2025-12-18,3.60,3.60,3.57,3.54,3.58
2025-12-19,3.48,3.45,3.43,3.40,3.44
2025-12-20,3.29,3.25,3.21,3.18,3.23
2025-12-21,2.98,2.95,2.93,2.90,2.94
2025-12-22,2.80,2.80,2.78,2.78,2.79
2025-12-23,2.69,2.67,2.65,2.63,2.66
2025-12-24,2.58,2.58,2.58,2.58,2.58
2025-12-25,2.55,2.53,2.51,2.49,2.52
2025-12-26,2.41,2.41,2.40,2.40,2.41
2025-12-27,2.34,2.35,2.37,2.37,2.36
2025-12-28,2.44,2.47,2.49,2.51,2.48
2025-12-29,2.68,2.68,2.68,2.68,2.68
2025-12-30,2.57,2.55,2.53,2.51,2.54
2025-12-31,2.42,2.42,2.40,2.40,2.41
