Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-06-01,7.14,7.16,7.18,7.20,7.17
2024-06-02,7.28,7.30,7.32,7.34,7.31
2024-06-03,7.40,7.40,7.40,7.40,7.40
2024-06-04,7.44,7.44,7.45,7.45,7.45
2024-06-05,7.48,7.49,7.49,7.50,7.49
2024-06-06,7.55,7.55,7.55,7.55,7.55
2024-06-07,7.51,7.49,7.48,7.47,7.49
2024-06-08,7.44,7.43,7.43,7.42,7.43
2024-06-09,7.46,7.47,7.48,7.48,7.47
2024-06-10,7.45,7.43,7.41,7.39,7.42
2024-06-11,7.34,7.34,7.34,7.34,7.34
2024-06-12,7.30,7.30,7.28,7.28,7.29
2024-06-13,7.26,7.25,7.24,7.23,7.25
2024-06-14,7.19,7.21,7.21,7.22,7.21
2024-06-15,7.24,7.21,7.18,7.15,7.20
2024-06-16,7.10,7.08,7.06,7.04,7.07
2024-06-17,6.95,6.95,6.95,6.95,6.95
2024-06-18,6.92,6.93,6.93,6.94,6.93
2024-06-19,6.96,6.95,6.92,6.90,6.93
2024-06-20,6.87,6.87,6.87,6.87,6.87
2024-06-21,6.91,6.91,6.93,6.93,6.92
2024-06-22,6.97,6.95,6.93,6.91,6.94
2024-06-23,6.88,6.88,6.85,6.83,6.86
2024-06-24,6.79,6.79,6.79,6.79,6.79
2024-06-25,6.77,6.75,6.73,6.71,6.74
2024-06-26,6.67,6.67,6.66,6.65,6.66
2024-06-27,6.64,6.59,6.57,6.55,6.59
2024-06-28,6.50,6.50,6.50,6.50,6.50
2024-06-29,6.54,6.52,6.50,6.48,6.51
2024-06-30,6.44,6.44,6.42,6.42,6.43
