Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-07-01,7.68,7.66,7.65,7.63,7.66
2025-07-02,7.54,7.52,7.50,7.48,7.51
2025-07-03,7.30,7.28,7.25,7.23,7.27
2025-07-04,7.19,7.18,7.17,7.16,7.18
2025-07-05,7.13,7.11,7.09,7.07,7.10
2025-07-06,7.10,7.10,7.10,7.10,7.10
2025-07-07,7.12,7.12,7.14,7.14,7.13
2025-07-08,7.17,7.18,7.20,7.21,7.19
2025-07-09,7.20,7.20,7.20,7.20,7.20
2025-07-10,7.24,7.26,7.28,7.30,7.27
2025-07-11,7.37,7.39,7.42,7.44,7.41
2025-07-12,7.48,7.47,7.45,7.45,7.46
2025-07-13,7.41,7.41,7.42,7.42,7.42
2025-07-14,7.38,7.39,7.40,7.40,7.39
2025-07-15,7.43,7.42,7.42,7.41,7.42
2025-07-16,7.40,7.40,7.40,7.40,7.40
2025-07-17,7.37,7.39,7.41,7.43,7.40
2025-07-18,7.46,7.48,7.50,7.52,7.49
2025-07-19,7.61,7.61,7.63,7.63,7.62
2025-07-20,7.66,7.67,7.69,7.70,7.68
2025-07-21,7.77,7.77,7.78,7.78,7.78
2025-07-22,7.75,7.75,7.75,7.75,7.75
2025-07-23,7.79,7.78,7.78,7.77,7.78
2025-07-24,7.74,7.76,7.77,7.79,7.77
2025-07-25,7.83,7.83,7.82,7.82,7.83
2025-07-26,7.84,7.86,7.88,7.90,7.87
2025-07-27,7.94,7.94,7.94,7.94,7.94
2025-07-28,7.98,7.99,8.01,8.04,8.01
2025-07-29,8.03,8.01,7.98,7.95,7.99
2025-07-30,7.91,7.91,7.92,7.92,7.92
2025-07-31,7.93,7.92,7.90,7.88,7.91
