Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-04-01,4.85,4.82,4.79,4.77,4.81
2024-04-02,4.58,4.54,4.50,4.47,4.52
2024-04-03,4.38,4.38,4.39,4.39,4.39
2024-04-04,4.43,4.46,4.49,4.52,4.48
2024-04-05,4.70,4.70,4.71,4.71,4.71
2024-04-06,4.76,4.79,4.82,4.85,4.81
2024-04-07,4.95,4.97,4.99,5.03,4.99
2024-04-08,5.17,5.20,5.25,5.30,5.23
2024-04-09,5.55,5.57,5.60,5.63,5.59
2024-04-10,5.70,5.68,5.66,5.64,5.67
2024-04-11,5.60,5.60,5.62,5.62,5.61
2024-04-12,5.65,5.67,5.67,5.69,5.67
2024-04-13,5.74,5.74,5.74,5.74,5.74
2024-04-14,5.72,5.71,5.70,5.69,5.71
2024-04-15,5.65,5.64,5.62,5.60,5.63
2024-04-16,5.55,5.55,5.53,5.53,5.54
2024-04-17,5.48,5.48,5.48,5.48,5.48
2024-04-18,5.54,5.56,5.58,5.60,5.57
2024-04-19,5.63,5.63,5.63,5.63,5.63
2024-04-20,5.65,5.63,5.60,5.57,5.61
2024-04-21,5.47,5.45,5.43,5.41,5.44
2024-04-22,5.28,5.25,5.23,5.19,5.24
2024-04-23,5.04,5.04,5.05,5.05,5.05
2024-04-24,5.09,5.11,5.13,5.16,5.12
2024-04-25,5.25,5.31,5.35,5.40,5.33
2024-04-26,5.84,5.88,5.92,5.96,5.90
2024-04-27,6.03,6.06,6.09,6.12,6.08
2024-04-28,6.19,6.21,6.23,6.25,6.22
2024-04-29,6.34,6.34,6.34,6.34,6.34
2024-04-30,6.30,6.32,6.34,6.36,6.33
