Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2022-04-01,7.42,7.42,7.43,7.43,7.43
2022-04-02,7.43,7.43,7.44,7.45,7.44
2022-04-03,7.49,7.49,7.50,7.51,7.50
2022-04-04,7.54,7.54,7.55,7.56,7.55
2022-04-05,7.59,7.60,7.62,7.63,7.61
2022-04-06,7.65,7.65,7.66,7.67,7.66
2022-04-07,7.70,7.71,7.72,7.73,7.72
2022-04-08,7.76,7.77,7.79,7.80,7.78
2022-04-09,7.84,7.84,7.85,7.85,7.85
2022-04-10,7.89,7.89,7.90,7.90,7.90
2022-04-11,7.92,7.92,7.92,7.92,7.92
2022-04-12,7.94,7.94,7.94,7.94,7.94
2022-04-13,7.94,7.94,7.95,7.95,7.95
2022-04-14,7.97,7.97,7.97,7.97,7.97
2022-04-15,7.97,7.97,7.97,7.97,7.97
2022-04-16,7.97,7.96,7.96,7.95,7.96
2022-04-17,7.93,7.93,7.92,7.92,7.93
2022-04-18,7.89,7.89,7.89,7.89,7.89
2022-04-19,7.89,7.89,7.89,7.89,7.89
2022-04-20,7.90,7.91,7.91,7.91,7.91
2022-04-21,7.94,7.94,7.94,7.95,7.94
2022-04-22,7.97,7.97,7.98,7.98,7.98
2022-04-23,8.03,8.03,8.03,8.03,8.03
2022-04-24,8.00,8.00,8.00,8.00,8.00
2022-04-25,7.98,7.98,7.98,7.98,7.98
2022-04-26,7.98,7.98,7.97,7.97,7.98
2022-04-27,7.97,7.97,7.97,7.97,7.97
2022-04-28,7.97,7.97,7.97,7.96,7.97
2022-04-29,7.94,7.94,7.93,7.92,7.93
2022-04-30,7.90,7.90,7.90,7.90,7.90
