Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-11-01,4.97,4.96,4.94,4.92,4.95
2020-11-02,4.86,4.84,4.82,4.81,4.83
2020-11-03,4.76,4.73,4.71,4.68,4.72
2020-11-04,4.59,4.59,4.58,4.58,4.59
2020-11-05,4.54,4.52,4.51,4.49,4.52
2020-11-06,4.44,4.44,4.43,4.43,4.44
2020-11-07,4.40,4.40,4.39,4.38,4.39
2020-11-08,4.36,4.33,4.31,4.27,4.32
2020-11-09,4.12,4.10,4.07,4.05,4.09
2020-11-10,3.96,3.94,3.91,3.89,3.93
2020-11-11,3.78,3.78,3.77,3.76,3.77
2020-11-12,3.74,3.74,3.75,3.75,3.75
2020-11-13,3.79,3.80,3.82,3.84,3.81
2020-11-14,3.89,3.89,3.89,3.89,3.89
2020-11-15,3.79,3.79,3.78,3.78,3.79
2020-11-16,3.75,3.73,3.71,3.68,3.72
2020-11-17,3.61,3.60,3.58,3.55,3.59
2020-11-18,3.49,3.49,3.48,3.48,3.49
2020-11-19,3.53,3.56,3.60,3.65,3.59
2020-11-20,3.84,3.89,3.94,3.98,3.91
2020-11-21,4.21,4.26,4.32,4.37,4.29
2020-11-22,4.55,4.61,4.67,4.74,4.64
2020-11-23,5.04,5.08,5.13,5.18,5.11
2020-11-24,5.43,5.43,5.44,5.44,5.44
2020-11-25,5.44,5.49,5.54,5.59,5.52
2020-11-26,5.87,5.89,5.90,5.92,5.90
2020-11-27,6.03,6.05,6.08,6.12,6.07
2020-11-28,6.28,6.28,6.29,6.30,6.29
2020-11-29,6.33,6.33,6.34,6.34,6.34
2020-11-30,6.43,6.43,6.43,6.43,6.43
