Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-01-01,5.75,5.77,5.79,5.81,5.78
2025-01-02,5.87,5.87,5.85,5.85,5.86
2025-01-03,5.79,5.80,5.81,5.84,5.81
2025-01-04,5.90,5.87,5.84,5.80,5.85
2025-01-05,5.71,5.68,5.65,5.63,5.67
2025-01-06,5.55,5.53,5.51,5.49,5.52
2025-01-07,5.41,5.43,5.45,5.47,5.44
2025-01-08,5.53,5.49,5.46,5.42,5.48
2025-01-09,5.25,5.23,5.21,5.19,5.22
2025-01-10,5.12,5.12,5.12,5.12,5.12
2025-01-11,5.09,5.09,5.11,5.11,5.10
2025-01-12,5.13,5.15,5.16,5.17,5.15
2025-01-13,5.20,5.18,5.16,5.14,5.17
2025-01-14,5.07,5.04,5.01,4.98,5.03
2025-01-15,4.64,4.61,4.58,4.54,4.59
2025-01-16,4.39,4.35,4.31,4.27,4.33
2025-01-17,4.05,3.99,3.94,3.89,3.97
2025-01-18,3.67,3.62,3.57,3.52,3.60
2025-01-19,3.25,3.20,3.15,3.10,3.18
2025-01-20,2.87,2.82,2.76,2.70,2.79
2025-01-21,2.55,2.49,2.43,2.37,2.46
2025-01-22,2.26,2.22,2.18,2.14,2.20
2025-01-23,2.11,2.14,2.17,2.20,2.16
2025-01-24,2.30,2.33,2.36,2.39,2.35
2025-01-25,2.57,2.55,2.53,2.50,2.54
2025-01-26,2.45,2.43,2.40,2.38,2.42
2025-01-27,2.25,2.25,2.25,2.25,2.25
2025-01-28,2.16,2.16,2.15,2.15,2.16
2025-01-29,2.20,2.21,2.22,2.22,2.21
2025-01-30,2.31,2.31,2.31,2.31,2.31
2025-01-31,2.39,2.39,2.38,2.36,2.38
