Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-10-01,1.79,1.79,1.80,1.80,1.80
2023-10-02,1.77,1.77,1.77,1.77,1.77
2023-10-03,1.75,1.74,1.72,1.70,1.73
2023-10-04,1.66,1.64,1.62,1.60,1.63
2023-10-05,1.55,1.55,1.54,1.54,1.55
2023-10-06,1.50,1.50,1.48,1.47,1.49
2023-10-07,1.45,1.45,1.45,1.45,1.45
2023-10-08,1.48,1.48,1.50,1.50,1.49
2023-10-09,1.55,1.53,1.50,1.48,1.52
2023-10-10,1.40,1.48,1.46,1.44,1.45
2023-10-11,1.30,1.30,1.28,1.25,1.28
2023-10-12,1.23,1.22,1.20,1.20,1.21
2023-10-13,1.18,1.18,1.18,1.18,1.18
2023-10-14,1.15,1.18,1.20,1.22,1.19
2023-10-15,1.28,1.30,1.32,1.34,1.31
2023-10-16,1.40,1.43,1.46,1.49,1.45
2023-10-17,1.65,1.68,1.70,1.72,1.69
2023-10-18,1.80,1.80,1.80,1.80,1.80
2023-10-19,1.82,1.82,1.84,1.84,1.83
2023-10-20,1.86,1.88,1.90,1.94,1.90
2023-10-21,2.20,2.22,2.24,2.26,2.23
2023-10-22,2.30,2.30,2.30,2.30,2.30
2023-10-23,2.35,2.32,2.29,2.27,2.31
2023-10-24,2.19,2.19,2.19,2.19,2.19
2023-10-25,2.22,2.24,2.26,2.28,2.25
2023-10-26,2.36,2.35,2.34,2.35,2.35
2023-10-27,2.38,2.35,2.33,2.30,2.34
2023-10-28,2.20,2.18,2.16,2.14,2.17
2023-10-29,2.10,2.18,2.06,2.04,2.10
2023-10-30,2.03,1.98,1.95,1.94,1.98
2023-10-31,1.90,1.88,1.85,1.83,1.87
