Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : LA LIBERTAD
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°29'10.71'',Longitud :,73°14'1.95'',Altitud :,100 msnm.
Tipo :,HLM - Hidrológica,Código :,240112
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-05-01,4.82,4.79,4.74,4.70,4.76
2020-05-02,4.56,4.56,4.56,4.56,4.56
2020-05-03,4.56,4.60,4.63,4.66,4.61
2020-05-04,4.77,4.77,4.77,4.78,4.77
2020-05-05,4.80,4.80,4.80,4.80,4.80
2020-05-06,4.83,4.83,4.86,4.87,4.85
2020-05-07,5.20,5.25,5.31,5.39,5.29
2020-05-08,5.70,5.76,5.83,5.89,5.80
2020-05-09,6.05,6.09,6.10,6.12,6.09
2020-05-10,6.14,6.14,6.14,6.14,6.14
2020-05-11,6.14,6.14,6.14,6.14,6.14
2020-05-12,6.15,6.15,6.17,6.18,6.16
2020-05-13,6.25,6.26,6.28,6.30,6.27
2020-05-14,6.35,6.37,6.39,6.40,6.38
2020-05-15,6.44,6.46,6.48,6.51,6.47
2020-05-16,6.58,6.61,6.63,6.65,6.62
2020-05-17,6.73,6.74,6.77,6.79,6.76
2020-05-18,6.83,6.83,6.85,6.87,6.85
2020-05-19,6.94,6.95,6.97,6.98,6.96
2020-05-20,7.01,7.04,7.07,7.10,7.06
2020-05-21,7.14,7.14,7.15,7.15,7.15
2020-05-22,7.16,7.16,7.18,7.18,7.17
2020-05-23,7.21,7.21,7.21,7.22,7.21
2020-05-24,7.23,7.23,7.23,7.24,7.23
2020-05-25,7.24,7.24,7.24,7.24,7.24
2020-05-26,7.24,7.24,7.23,7.23,7.24
2020-05-27,7.23,7.23,7.23,7.22,7.23
2020-05-28,7.21,7.20,7.19,7.19,7.20
2020-05-29,7.16,7.16,7.15,7.14,7.15
2020-05-30,7.12,7.12,7.12,7.12,7.12
2020-05-31,7.12,7.11,7.11,7.11,7.11
