Estación : LA LIBERTAD
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°29'10.71'',Longitud :,73°14'1.95'',Altitud :,100 msnm.
Tipo :,HLM - Hidrológica,Código :,240112
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2019-12-01,5.80,5.80,5.81,5.83,5.81
2019-12-02,5.87,5.87,5.89,5.90,5.88
2019-12-03,5.91,5.92,5.94,5.95,5.93
2019-12-04,6.00,6.02,6.04,6.05,6.03
