Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : LA LIBERTAD
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°29'10.71'',Longitud :,73°14'1.95'',Altitud :,100 msnm.
Tipo :,HLM - Hidrológica,Código :,240112
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-04-01,5.45,5.46,5.46,5.46,5.46
2025-04-02,5.45,5.45,5.45,5.46,5.45
2025-04-03,5.50,5.52,5.53,5.55,5.53
2025-04-04,5.62,5.64,5.66,5.68,5.65
2025-04-05,5.72,5.72,5.74,5.75,5.73
2025-04-06,5.79,5.80,5.82,5.85,5.82
2025-04-07,5.88,5.88,5.91,5.94,5.90
2025-04-08,5.00,6.02,6.03,6.04,5.77
2025-04-09,6.07,6.07,6.09,6.10,6.08
2025-04-10,6.13,6.14,6.15,6.16,6.15
2025-04-11,6.19,6.19,6.20,6.21,6.20
2025-04-12,6.24,6.25,6.26,6.26,6.25
2025-04-13,6.29,6.29,6.31,6.35,6.31
2025-04-14,6.36,6.36,6.37,6.38,6.37
2025-04-15,6.42,6.42,6.44,6.44,6.43
2025-04-16,6.48,6.48,6.50,6.50,6.49
2025-04-17,6.53,6.54,6.55,6.57,6.55
2025-04-18,6.60,6.60,6.61,6.62,6.61
2025-04-19,6.64,6.64,6.65,6.66,6.65
2025-04-20,6.70,6.70,6.70,6.71,6.70
2025-04-21,6.75,6.75,6.76,6.76,6.76
2025-04-22,6.78,6.78,6.78,6.79,6.78
2025-04-23,6.80,6.80,6.80,6.80,6.80
2025-04-24,6.80,6.80,6.79,6.79,6.80
2025-04-25,6.77,6.77,6.76,6.75,6.76
2025-04-26,6.75,6.73,6.73,6.72,6.73
2025-04-27,6.66,6.62,6.60,6.58,6.62
2025-04-28,6.57,6.54,6.51,6.59,6.55
2025-04-29,6.42,6.39,6.36,6.33,6.38
2025-04-30,6.26,6.24,6.22,6.20,6.23
