Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : GENARO HERRERA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,JENARO HERRERA
Latitud :,4°54'36.1'',Longitud :,73°40'10'',Altitud :,103 msnm.
Tipo :,CP - Meteorológica,Código :,104071
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2026-02-01,33,S/D,85.3,0.0
2026-02-02,32,S/D,85.0,10.8
2026-02-03,32.4,S/D,85.3,0.0
2026-02-04,32,S/D,82.7,8.6
2026-02-05,31,S/D,85.7,0.0
2026-02-06,33.4,S/D,86.7,4.8
2026-02-07,33,S/D,86.0,6.8
2026-02-08,34,S/D,87.1,0.0
2026-02-09,34.8,S/D,86.1,0.0
2026-02-10,32,S/D,86.3,0.0
2026-02-11,31,S/D,84.7,6.4
2026-02-12,32,S/D,86.8,2.4
2026-02-13,31,S/D,84.4,8.6
2026-02-14,29,S/D,84.1,4.8
2026-02-15,33,S/D,84.9,0.0
2026-02-16,32,S/D,86.5,8.4
2026-02-17,28,S/D,83.8,10.6
2026-02-18,33.4,S/D,86.8,0.0
2026-02-19,32.4,S/D,84.6,10.6
2026-02-20,33,S/D,86.0,6.4
2026-02-21,32,S/D,85.1,8.4
2026-02-22,34,S/D,85.3,0.0
2026-02-23,33.4,S/D,84.7,0.0
2026-02-24,33,S/D,82.0,6.2
2026-02-25,29,S/D,84.3,0.0
2026-02-26,32.8,S/D,84.1,0.0
2026-02-27,31.4,S/D,85.2,4.8
2026-02-28,34,S/D,85.1,0.0
2026-03-01,34.6,S/D,87.0,0.0
