Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'46.83'',Longitud :,73°54'27.02'',Altitud :,101 msnm.
Tipo :,EMA - Meteorológica,Código :,104112
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/12/01,00:00,24.3,0.0,100,S/D,S/D
2025/12/01,01:00,24.1,0.0,100,S/D,S/D
2025/12/01,02:00,23.9,0.0,100,S/D,S/D
2025/12/01,03:00,23.7,0.0,100,S/D,S/D
2025/12/01,04:00,23.5,0.0,100,S/D,S/D
2025/12/01,05:00,23.2,0.0,100,S/D,S/D
2025/12/01,06:00,23.2,0.0,100,S/D,S/D
2025/12/01,07:00,24.4,0.0,100,S/D,S/D
2025/12/01,08:00,25.8,0.0,98,S/D,S/D
2025/12/01,09:00,27.4,0.0,92,S/D,S/D
2025/12/01,10:00,29.6,0.0,81,S/D,S/D
2025/12/01,11:00,31.5,0.0,71,S/D,S/D
2025/12/01,12:00,32.1,0.0,67,S/D,S/D
2025/12/01,13:00,32.9,0.0,63,S/D,S/D
2025/12/01,14:00,32.6,0.0,66,S/D,S/D
2025/12/01,15:00,32.8,0.0,65,S/D,S/D
2025/12/01,16:00,32.7,0.0,64,S/D,S/D
2025/12/01,17:00,28.1,0.0,80,S/D,S/D
2025/12/01,18:00,27.2,0.0,85,S/D,S/D
2025/12/01,19:00,26.2,0.0,91,S/D,S/D
2025/12/01,20:00,25.9,0.0,96,S/D,S/D
2025/12/01,21:00,25.3,0.0,98,S/D,S/D
2025/12/01,22:00,25.2,0.0,99,S/D,S/D
2025/12/01,23:00,24.9,0.0,100,S/D,S/D
2025/12/02,00:00,24.5,0.0,100,S/D,S/D
2025/12/02,01:00,24.5,0.0,100,S/D,S/D
2025/12/02,02:00,24.0,0.0,100,S/D,S/D
2025/12/02,03:00,24.0,0.0,100,S/D,S/D
2025/12/02,04:00,24.2,0.0,99,S/D,S/D
2025/12/02,05:00,24.2,0.0,99,S/D,S/D
2025/12/02,06:00,24.3,0.0,99,S/D,S/D
2025/12/02,07:00,25.3,0.0,96,S/D,S/D
2025/12/02,08:00,26.9,0.0,90,S/D,S/D
2025/12/02,09:00,28.0,0.0,86,S/D,S/D
2025/12/02,10:00,29.2,0.0,81,S/D,S/D
2025/12/02,11:00,30.3,0.0,77,S/D,S/D
2025/12/02,12:00,31.2,0.0,74,S/D,S/D
2025/12/02,13:00,28.5,5.5,85,S/D,S/D
2025/12/02,14:00,24.3,0.1,100,S/D,S/D
2025/12/02,15:00,24.0,0.0,100,S/D,S/D
2025/12/02,16:00,23.9,0.0,100,S/D,S/D
2025/12/02,17:00,24.1,0.0,100,S/D,S/D
2025/12/02,18:00,23.7,0.0,100,S/D,S/D
2025/12/02,19:00,23.6,0.0,100,S/D,S/D
2025/12/02,20:00,23.5,0.0,100,S/D,S/D
2025/12/02,21:00,23.4,0.0,100,S/D,S/D
2025/12/02,22:00,23.6,0.0,100,S/D,S/D
2025/12/02,23:00,23.6,0.0,100,S/D,S/D
2025/12/03,00:00,23.5,0.0,100,S/D,S/D
2025/12/03,01:00,23.6,0.0,100,S/D,S/D
2025/12/03,02:00,23.3,0.0,100,S/D,S/D
2025/12/03,03:00,23.3,0.0,100,S/D,S/D
2025/12/03,04:00,23.2,0.0,100,S/D,S/D
2025/12/03,05:00,23.2,0.0,100,S/D,S/D
2025/12/03,06:00,23.1,0.0,100,S/D,S/D
2025/12/03,07:00,23.4,0.0,100,S/D,S/D
2025/12/03,08:00,24.1,0.0,99,S/D,S/D
2025/12/03,09:00,24.5,0.0,97,S/D,S/D
2025/12/03,10:00,24.9,0.0,96,S/D,S/D
2025/12/03,11:00,25.4,0.0,94,S/D,S/D
2025/12/03,12:00,26.2,0.0,92,S/D,S/D
2025/12/03,13:00,27.0,0.0,89,S/D,S/D
2025/12/03,14:00,28.9,0.0,82,S/D,S/D
2025/12/03,15:00,29.7,0.0,80,S/D,S/D
2025/12/03,16:00,30.0,0.0,78,S/D,S/D
2025/12/03,17:00,25.3,0.1,89,S/D,S/D
2025/12/03,18:00,24.6,0.0,94,S/D,S/D
2025/12/03,19:00,24.2,0.0,92,S/D,S/D
2025/12/03,20:00,23.8,0.0,95,S/D,S/D
2025/12/03,21:00,23.6,0.0,95,S/D,S/D
2025/12/03,22:00,23.1,0.0,96,S/D,S/D
2025/12/03,23:00,23.1,0.0,97,S/D,S/D
2025/12/04,00:00,22.9,0.0,99,S/D,S/D
2025/12/04,01:00,22.8,0.0,99,S/D,S/D
