Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'46.83'',Longitud :,73°54'27.02'',Altitud :,101 msnm.
Tipo :,EMA - Meteorológica,Código :,104112
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/10/01,00:00,20.1,0.0,70,S/D,S/D
2025/10/01,01:00,20.0,0.0,70,S/D,S/D
2025/10/01,02:00,19.9,0.0,71,S/D,S/D
2025/10/01,03:00,19.8,0.0,71,S/D,S/D
2025/10/01,04:00,19.8,0.0,71,S/D,S/D
2025/10/01,05:00,19.7,0.0,71,S/D,S/D
2025/10/01,06:00,19.6,0.0,71,S/D,S/D
2025/10/01,07:00,19.7,0.0,71,S/D,S/D
2025/10/11,00:00,24.5,0.0,96,S/D,S/D
2025/10/11,01:00,24.3,0.0,97,S/D,S/D
2025/10/11,02:00,24.3,0.0,96,S/D,S/D
2025/10/11,03:00,24.1,0.0,97,S/D,S/D
2025/10/11,04:00,24.0,0.0,98,S/D,S/D
2025/10/11,05:00,24.2,0.0,97,S/D,S/D
2025/10/11,06:00,24.1,0.0,98,S/D,S/D
2025/10/11,07:00,24.3,0.0,97,S/D,S/D
2025/10/11,08:00,25.2,0.0,92,S/D,S/D
2025/10/11,09:00,25.7,0.0,91,S/D,S/D
2025/10/11,10:00,27.8,0.0,83,S/D,S/D
2025/10/11,11:00,29.5,0.0,75,S/D,S/D
2025/10/11,12:00,31.1,0.0,67,S/D,S/D
2025/10/11,13:00,28.5,0.3,81,S/D,S/D
2025/10/11,14:00,27.5,0.0
