Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/09/01,00:00,4.87,0.0
2022/09/01,01:00,4.82,0.0
2022/09/01,02:00,4.77,0.0
2022/09/01,03:00,4.77,0.0
2022/09/01,04:00,4.71,0.0
2022/09/01,05:00,4.70,0.0
2022/09/01,06:00,4.69,0.0
2022/09/01,07:00,4.63,0.0
2022/09/01,08:00,4.65,0.0
2022/09/01,09:00,4.62,0.0
2022/09/01,10:00,4.63,0.0
2022/09/01,11:00,4.63,0.0
2022/09/01,12:00,4.63,0.0
2022/09/01,13:00,4.61,0.0
2022/09/01,14:00,4.59,0.0
2022/09/01,15:00,4.55,0.0
2022/09/01,16:00,4.55,0.0
2022/09/01,17:00,4.53,0.0
2022/09/01,18:00,4.51,0.0
2022/09/01,19:00,4.51,0.0
2022/09/01,21:00,4.49,0.0
2022/09/01,22:00,4.45,0.0
2022/09/01,23:00,4.44,0.0
2022/09/02,00:00,4.44,0.0
2022/09/02,01:00,4.40,0.0
2022/09/02,02:00,4.44,0.0
2022/09/02,03:00,4.41,0.0
2022/09/02,04:00,4.40,0.0
2022/09/02,05:00,4.42,0.0
2022/09/02,06:00,4.41,0.0
2022/09/02,07:00,4.39,0.0
2022/09/02,08:00,4.37,0.0
2022/09/02,09:00,4.38,0.0
2022/09/02,10:00,4.37,0.0
2022/09/02,11:00,4.36,0.0
2022/09/02,12:00,4.39,0.0
2022/09/02,13:00,4.35,0.0
2022/09/02,14:00,4.34,0.0
2022/09/02,15:00,4.31,0.0
2022/09/02,16:00,4.32,0.0
2022/09/02,17:00,4.32,0.0
2022/09/02,18:00,4.30,0.0
2022/09/02,19:00,4.30,0.0
2022/09/02,20:00,4.29,0.0
2022/09/02,21:00,4.29,0.0
2022/09/02,22:00,4.29,0.0
2022/09/02,23:00,4.27,0.0
2022/09/03,00:00,S/D,0.0
2022/09/03,01:00,4.28,0.1
2022/09/03,02:00,4.29,5.7
2022/09/03,03:00,4.28,2.5
2022/09/03,04:00,4.28,0.1
2022/09/03,05:00,4.26,0.0
2022/09/03,06:00,4.45,0.0
2022/09/03,07:00,4.38,0.0
2022/09/03,08:00,4.31,0.0
2022/09/03,09:00,4.34,0.0
2022/09/03,10:00,4.30,0.0
2022/09/03,11:00,4.32,0.0
2022/09/03,12:00,4.30,0.0
2022/09/03,13:00,4.32,0.0
2022/09/03,14:00,4.34,0.0
2022/09/03,15:00,4.35,0.0
2022/09/03,16:00,4.43,0.0
2022/09/03,17:00,4.46,0.5
2022/09/03,18:00,4.41,0.6
2022/09/03,19:00,4.42,2.3
2022/09/03,20:00,4.41,4.0
2022/09/03,21:00,4.40,0.7
2022/09/03,22:00,4.39,2.5
2022/09/03,23:00,4.40,0.6
2022/09/04,00:00,4.50,0.2
2022/09/04,01:00,4.59,0.1
2022/09/04,02:00,4.54,0.0
2022/09/04,03:00,4.45,0.0
2022/09/04,04:00,4.45,1.5
2022/09/04,05:00,4.42,0.8
2022/09/04,06:00,4.41,0.0
2022/09/04,07:00,4.38,0.0
2022/09/04,08:00,4.39,0.0
2022/09/04,09:00,4.42,0.0
2022/09/04,10:00,4.39,0.0
2022/09/04,11:00,4.44,0.0
2022/09/04,12:00,4.45,0.0
2022/09/04,13:00,4.50,0.0
2022/09/04,14:00,4.50,0.0
2022/09/04,15:00,4.53,0.0
2022/09/04,16:00,4.52,0.0
2022/09/04,17:00,4.54,0.0
2022/09/04,18:00,4.55,0.1
2022/09/04,19:00,4.62,0.0
2022/09/04,20:00,4.66,0.0
2022/09/04,21:00,4.67,0.0
2022/09/04,22:00,4.63,0.0
2022/09/04,23:00,4.61,0.0
2022/09/05,00:00,4.63,0.0
2022/09/05,01:00,4.61,0.0
2022/09/05,02:00,4.63,0.0
2022/09/05,03:00,4.63,0.0
2022/09/05,04:00,4.68,0.0
2022/09/05,05:00,4.83,0.0
2022/09/05,06:00,5.11,0.0
2022/09/05,07:00,5.42,0.0
2022/09/05,08:00,5.60,0.0
2022/09/05,09:00,5.65,0.0
2022/09/05,10:00,5.65,0.0
2022/09/05,11:00,5.64,0.0
2022/09/05,12:00,5.67,0.0
2022/09/05,13:00,6.06,0.0
2022/09/05,14:00,6.57,0.0
2022/09/05,15:00,6.86,0.0
2022/09/05,16:00,7.00,0.0
2022/09/05,17:00,6.95,0.4
2022/09/05,18:00,6.74,0.0
2022/09/05,19:00,6.59,0.0
2022/09/05,20:00,6.24,0.0
2022/09/05,21:00,6.01,0.0
2022/09/05,22:00,5.79,0.0
2022/09/05,23:00,5.63,0.0
2022/09/06,00:00,5.51,0.0
2022/09/06,01:00,5.40,0.0
2022/09/06,02:00,5.45,0.0
2022/09/06,03:00,5.81,0.0
2022/09/06,04:00,6.09,0.0
2022/09/06,05:00,6.10,0.0
2022/09/06,06:00,6.05,0.0
2022/09/06,07:00,5.97,0.0
2022/09/06,08:00,5.86,0.0
2022/09/06,09:00,5.76,0.0
2022/09/06,10:00,5.59,0.0
2022/09/06,11:00,5.48,0.0
2022/09/06,12:00,5.39,0.0
2022/09/06,13:00,5.32,0.0
2022/09/06,14:00,5.19,0.0
2022/09/06,15:00,5.11,0.0
2022/09/06,16:00,5.07,0.0
2022/09/06,17:00,5.01,0.0
2022/09/06,18:00,4.99,0.0
2022/09/06,19:00,4.92,0.0
2022/09/06,20:00,4.89,0.0
2022/09/06,21:00,4.85,0.0
