Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
2022/09/06,22:00,4.82,0.0
2022/09/06,23:00,4.80,0.0
2022/09/07,00:00,4.75,0.0
2022/09/07,01:00,4.72,0.0
2022/09/07,02:00,4.71,0.0
2022/09/07,03:00,4.67,0.0
2022/09/07,04:00,4.63,0.0
2022/09/07,05:00,4.62,0.0
2022/09/07,06:00,4.62,0.0
2022/09/07,07:00,4.61,0.0
2022/09/07,08:00,4.60,0.0
2022/09/07,09:00,4.55,0.0
2022/09/07,10:00,4.55,0.0
2022/09/07,11:00,4.53,0.0
2022/09/07,12:00,4.50,0.0
2022/09/07,13:00,4.50,0.0
2022/09/07,14:00,4.52,0.0
2022/09/07,15:00,4.54,0.0
2022/09/07,16:00,4.49,0.0
2022/09/07,17:00,4.49,0.0
2022/09/07,18:00,4.47,0.0
2022/09/07,19:00,4.46,0.0
2022/09/07,20:00,4.44,0.0
2022/09/07,21:00,4.43,0.0
2022/09/07,22:00,4.42,0.0
2022/09/07,23:00,4.40,0.0
2022/09/08,00:00,4.41,0.0
2022/09/08,01:00,4.39,0.0
2022/09/08,02:00,4.37,0.0
2022/09/08,03:00,4.39,0.0
2022/09/08,04:00,4.37,0.0
2022/09/08,05:00,4.37,0.0
2022/09/08,06:00,4.34,0.0
2022/09/08,07:00,4.37,0.0
2022/09/08,08:00,4.34,0.0
2022/09/08,09:00,4.31,0.0
2022/09/08,10:00,4.33,0.0
2022/09/08,11:00,4.34,0.0
2022/09/08,12:00,4.30,0.0
2022/09/08,13:00,4.29,0.0
2022/09/08,14:00,4.29,0.0
2022/09/08,15:00,4.26,0.0
2022/09/08,16:00,4.28,0.0
2022/09/08,17:00,4.27,0.0
2022/09/08,18:00,4.26,0.0
2022/09/08,19:00,4.27,0.0
2022/09/08,20:00,4.24,0.0
2022/09/08,21:00,4.26,0.0
2022/09/08,22:00,4.25,0.0
2022/09/08,23:00,4.24,0.0
2022/09/09,00:00,4.24,0.0
2022/09/09,01:00,4.24,0.0
2022/09/09,02:00,4.25,0.0
2022/09/09,03:00,4.27,0.0
2022/09/09,04:00,4.24,0.0
2022/09/09,05:00,4.22,0.0
2022/09/09,06:00,4.23,0.0
2022/09/09,07:00,4.24,0.0
2022/09/09,08:00,4.21,0.0
2022/09/09,09:00,4.21,0.0
2022/09/09,10:00,4.20,0.0
2022/09/09,11:00,4.20,0.0
2022/09/09,12:00,4.23,0.0
2022/09/09,13:00,4.20,0.0
2022/09/09,14:00,4.18,0.0
2022/09/09,15:00,4.19,0.0
2022/09/09,16:00,4.18,0.0
2022/09/09,17:00,4.17,0.0
2022/09/09,18:00,4.17,0.0
2022/09/09,19:00,4.16,0.0
2022/09/09,20:00,4.15,0.0
2022/09/09,21:00,4.18,0.0
2022/09/09,22:00,4.16,0.0
2022/09/09,23:00,4.16,0.0
2022/09/10,00:00,4.17,0.0
2022/09/10,01:00,4.17,0.0
2022/09/10,02:00,4.16,0.0
2022/09/10,03:00,4.18,0.2
2022/09/10,04:00,4.15,0.0
2022/09/10,05:00,4.13,0.0
2022/09/10,06:00,4.12,0.9
2022/09/10,07:00,4.15,1.5
2022/09/10,08:00,4.15,0.4
2022/09/10,09:00,4.12,0.5
2022/09/10,10:00,4.16,0.0
2022/09/10,11:00,4.14,0.0
2022/09/10,12:00,4.13,0.0
2022/09/10,13:00,4.14,0.0
2022/09/10,14:00,4.13,0.0
2022/09/10,15:00,4.14,0.0
2022/09/10,16:00,4.13,0.0
2022/09/10,17:00,4.16,0.0
2022/09/10,18:00,4.19,0.0
2022/09/10,19:00,4.15,0.0
2022/09/10,20:00,4.20,0.0
2022/09/10,21:00,4.25,0.0
2022/09/10,22:00,4.27,0.0
2022/09/10,23:00,4.31,0.0
2022/09/11,00:00,4.33,0.0
2022/09/11,01:00,4.36,0.0
2022/09/11,02:00,4.37,0.0
2022/09/11,03:00,4.41,0.0
2022/09/11,04:00,4.44,0.0
2022/09/11,05:00,4.50,0.0
2022/09/11,06:00,4.51,0.0
2022/09/11,07:00,4.51,0.0
2022/09/11,08:00,4.57,0.0
2022/09/11,09:00,4.57,0.0
2022/09/11,10:00,4.55,0.0
2022/09/11,11:00,4.54,0.0
2022/09/11,12:00,4.53,0.0
2022/09/11,13:00,4.48,0.0
2022/09/11,14:00,4.46,0.0
2022/09/11,15:00,4.45,0.0
2022/09/11,16:00,4.42,0.0
2022/09/11,17:00,4.41,0.0
2022/09/11,18:00,4.43,0.0
2022/09/11,19:00,
