Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/07/01,00:00,7.70,0.0
2025/07/01,01:00,8.12,0.0
2025/07/01,02:00,8.46,0.0
2025/07/01,03:00,8.74,0.0
2025/07/01,04:00,8.90,0.0
2025/07/01,05:00,8.96,0.0
2025/07/01,06:00,8.90,0.0
2025/07/01,07:00,8.77,0.0
2025/07/01,09:00,8.35,0.0
2025/07/01,10:00,8.16,0.0
2025/07/01,11:00,8.08,0.0
2025/07/01,12:00,8.03,0.0
2025/07/01,13:00,7.89,0.0
2025/07/01,14:00,7.83,0.0
2025/07/01,15:00,7.75,0.0
2025/07/01,16:00,7.78,0.0
2025/07/01,17:00,7.90,0.0
2025/07/01,18:00,8.02,0.0
2025/07/01,19:00,8.14,0.0
2025/07/01,20:00,8.19,0.0
2025/07/01,21:00,8.36,0.0
2025/07/01,22:00,8.76,0.0
2025/07/01,23:00,9.17,0.0
2025/07/02,00:00,9.50,0.0
2025/07/02,01:00,9.64,0.0
2025/07/02,02:00,9.84,0.0
2025/07/02,03:00,9.93,0.0
2025/07/02,04:00,10.02,0.0
2025/07/02,05:00,10.13,0.0
2025/07/02,06:00,10.31,0.0
2025/07/02,07:00,10.37,0.0
2025/07/02,08:00,10.48,0.0
2025/07/02,09:00,10.48,0.0
2025/07/02,10:00,10.51,0.0
2025/07/02,11:00,10.46,0.0
2025/07/02,12:00,10.56,0.0
2025/07/02,13:00,10.61,0.0
2025/07/02,14:00,10.82,0.0
2025/07/02,15:00,10.90,0.0
2025/07/02,16:00,11.05,0.0
2025/07/02,17:00,11.13,0.0
2025/07/02,18:00,11.28,0.0
2025/07/02,19:00,11.20,0.0
2025/07/02,20:00,11.26,0.0
2025/07/02,21:00,11.11,0.0
2025/07/02,22:00,11.03,0.0
2025/07/02,23:00,10.89,0.0
2025/07/03,00:00,10.80,0.0
2025/07/03,01:00,10.60,0.0
2025/07/03,02:00,10.46,0.0
2025/07/03,03:00,10.37,0.0
2025/07/03,04:00,10.24,0.0
2025/07/03,05:00,10.14,0.0
2025/07/03,06:00,10.05,0.0
2025/07/03,07:00,9.96,0.0
2025/07/03,08:00,9.81,0.0
2025/07/03,09:00,9.59,0.0
2025/07/03,10:00,9.57,0.0
2025/07/03,11:00,9.43,0.0
2025/07/03,12:00,9.30,0.0
2025/07/03,13:00,9.11,0.0
2025/07/03,14:00,9.07,0.0
2025/07/03,18:00,8.63,0.0
2025/07/03,19:00,8.56,0.0
2025/07/03,20:00,8.44,0.0
2025/07/03,21:00,8.33,0.0
2025/07/03,22:00,8.16,0.0
2025/07/03,23:00,8.05,0.0
2025/07/04,00:00,8.03,0.0
2025/07/04,01:00,7.93,0.0
2025/07/04,02:00,7.82,0.0
2025/07/04,03:00,7.76,0.0
2025/07/04,04:00,7.72,0.0
2025/07/04,05:00,7.65,0.0
2025/07/04,06:00,7.57,0.0
2025/07/04,07:00,7.50,0.0
2025/07/04,08:00,7.43,0.0
2025/07/04,09:00,7.47,0.0
2025/07/04,11:00,7.37,0.0
2025/07/04,12:00,7.34,0.0
2025/07/04,13:00,7.31,0.0
2025/07/04,14:00,7.27,0.0
2025/07/04,18:00,7.10,0.0
2025/07/04,19:00,7.07,0.0
2025/07/04,20:00,6.99,0.0
2025/07/04,21:00,7.00,0.0
2025/07/04,22:00,6.93,0.0
2025/07/04,23:00,6.96,0.0
2025/07/05,00:00,6.93,0.0
2025/07/05,01:00,6.88,0.0
2025/07/05,02:00,6.86,0.0
2025/07/05,03:00,6.82,0.0
2025/07/05,04:00,6.80,0.0
2025/07/05,05:00,6.78,0.0
2025/07/05,06:00,6.71,0.0
2025/07/05,07:00,6.74,0.0
2025/07/05,08:00,6.67,0.0
2025/07/05,09:00,6.70,0.0
2025/07/05,17:00,6.59,0.0
2025/07/05,20:00,6.51,0.0
2025/07/05,22:00,6.49,0.0
2025/07/05,23:00,6.45,0.0
2025/07/06,00:00,6.43,0.0
2025/07/06,01:00,6.43,0.0
2025/07/06,02:00,6.40,0.0
2025/07/06,03:00,6.37,0.0
2025/07/06,04:00,6.38,0.0
2025/07/06,05:00,6.37,0.1
2025/07/06,06:00,6.37,0.0
2025/07/06,07:00,6.34,0.0
2025/07/06,08:00,6.30,0.0
2025/07/06,09:00,6.32,0.0
2025/07/06,12:00,6.29,0.0
2025/07/06,16:00,6.19,0.0
2025/07/06,17:00,6.23,0.0
2025/07/06,18:00,6.19,0.0
2025/07/06,19:00,6.18,0.0
2025/07/06,20:00,6.16,0.0
2025/07/06,21:00,6.16,0.0
2025/07/06,23:00,6.16,0.0
2025/07/07,00:00,6.11,0.0
2025/07/07,01:00,6.15,0.0
2025/07/07,02:00,6.10,0.0
2025/07/07,03:00,6.10,0.0
2025/07/07,04:00,6.08,0.0
2025/07/07,05:00,6.06,0.0
2025/07/07,06:00,6.06,0.0
2025/07/07,07:00,6.03,0.0
2025/07/07,08:00,6.05,0.0
2025/07/07,09:00,6.03,0.0
2025/07/07,10:00,6.02,0.0
2025/07/07,11:00,6.04,0.0
2025/07/07,12:00,5.96,0.0
2025/07/07,13:00,5.99,0.0
2025/07/07,15:00,5.97,0.0
2025/07/07,16:00,5.95,0.0
2025/07/07,17:00,5.90,0.0
2025/07/07,18:00,5.93,0.0
2025/07/07,19:00,5.90,0.0
2025/07/07,20:00,5.93,0.0
2025/07/07,21:00,5.91,0.0
2025/07/07,22:00,5.88,0.0
2025/07/07,23:00,5.89,0.0
2025/07/08,00:00,5.89,0.0
2025/07/08,01:00,5.85,0.0
2025/07/08,02:00,5.83,0.0
2025/07/08,03:00,5.86,0.0
2025/07/08,04:00,5.85,0.0
2025/07/08,05:00,5.80,0.0
2025/07/08,06:00,5.83,0.0
2025/07/08,07:00,5.79,0.0
2025/07/08,08:00,5.81,0.0
2025/07/08,09:00,5.82,0.0
2025/07/08,10:00,5.82,0.0
2025/07/08,11:00,5.77,0.0
2025/07/08,12:00,5.79,0.0
2025/07/08,13:00,5.78,0.0
2025/07/08,14:00,5.79,0.0
2025/07/08,15:00,5.74,0.0
2025/07/08,16:00,S/D,0.0
2025/07/08,17:00,5.75,0.0
2025/07/08,18:00,5.74,0.0
2025/07/08,19:00,5.73,0.0
2025/07/08,20:00,5.75,0.0
2025/07/08,21:00,5.74,0.0
2025/07/08,22:00,5.73,0.0
2025/07/08,23:00,5.73,0.0
2025/07/09,00:00,5.75,0.0
2025/07/09,01:00,S/D,0.0
2025/07/09,02:00,5.78,0.0
2025/07/09,03:00,5.80,0.0
2025/07/09,04:00,5.82,0.0
2025/07/09,05:00,5.74,0.0
2025/07/09,06:00,5.79,0.0
2025/07/09,07:00,5.78,0.0
2025/07/09,08:00,5.80,0.0
2025/07/09,09:00,5.86,0.0
2025/07/09,10:00,5.90,0.0
2025/07/09,11:00,5.92,0.0
2025/07/09,12:00,6.00,0.0
2025/07/09,13:00,6.02,0.0
2025/07/09,14:00,5.99,0.0
2025/07/09,15:00,5.97,0.0
2025/07/09,17:00,6.00,0.0
2025/07/09,19:00,6.05,0.0
2025/07/09,20:00,6.09,0.0
2025/07/09,21:00,6.10,0.0
2025/07/09,22:00,6.11,0.0
2025/07/09,23:00,6.13,0.0
2025/07/10,00:00,6.14,0.0
2025/07/10,01:00,6.14,0.0
2025/07/10,02:00,6.12,0.0
2025/07/10,03:00,6.06,0.0
2025/07/10,04:00,6.03,0.0
2025/07/10,05:00,6.02,0.0
2025/07/10,06:00,5.97,0.0
2025/07/10,07:00,6.00,0.0
2025/07/10,08:00,6.00,0.0
2025/07/10,09:00,6.05,0.0
2025/07/10,10:00,6.03,0.0
2025/07/10,11:00,6.09,0.0
2025/07/10,12:00,6.07,0.0
2025/07/10,13:00,6.05,0.0
2025/07/10,14:00,5.99,0.0
2025/07/10,15:00,5.96,0.0
2025/07/10,16:00,5.93,0.0
2025/07/10,18:00,S/D,0.0
2025/07/10,19:00,S/D,0.0
2025/07/10,20:00,6.31,0.0
2025/07/10,21:00,6.40,0.0
2025/07/10,23:00,6.61,0.0
2025/07/11,00:00,6.62,0.0
2025/07/11,01:00,6.65,0.0
2025/07/11,02:00,6.64,0.0
2025/07/11,03:00,6.59,0.0
2025/07/11,04:00,6.53,0.0
2025/07/11,05:00,6.47,0.0
2025/07/11,07:00,6.35,0.0
2025/07/11,08:00,6.31,0.0
2025/07/11,09:00,6.25,0.0
2025/07/11,10:00,6.22,0.0
2025/07/11,11:00,6.18,0.0
2025/07/11,12:00,6.14,0.0
2025/07/11,13:00,6.06,0.0
2025/07/11,14:00,5.97,0.0
2025/07/11,15:00,5.92,0.0
2025/07/11,16:00,5.86,0.0
2025/07/11,17:00,5.82,0.0
2025/07/11,18:00,5.82,0.0
2025/07/11,19:00,5.76,0.0
2025/07/11,20:00,5.74,0.0
2025/07/11,21:00,5.74,0.0
2025/07/11,22:00,5.70,0.0
2025/07/11,23:00,5.67,0.0
2025/07/12,00:00,5.66,0.0
2025/07/12,01:00,5.67,0.0
2025/07/12,02:00,5.65,0.0
2025/07/12,03:00,5.62,0.0
2025/07/12,04:00,5.58,0.0
2025/07/12,05:00,5.58,0.0
2025/07/12,06:00,5.57,0.0
2025/07/12,07:00,5.57,0.0
2025/07/12,08:00,5.58,0.0
