Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2026/03/01,00:00,9.68,0.0
2026/03/01,01:00,9.76,0.0
2026/03/01,02:00,9.71,0.0
2026/03/01,03:00,9.78,0.0
2026/03/01,04:00,9.77,0.0
2026/03/01,05:00,9.74,0.0
2026/03/01,06:00,9.77,0.0
2026/03/01,07:00,9.79,0.0
2026/03/01,08:00,9.77,0.0
2026/03/01,09:00,9.78,0.0
2026/03/01,10:00,9.87,0.0
2026/03/01,11:00,9.93,0.0
2026/03/01,12:00,9.90,0.0
2026/03/01,13:00,9.89,0.0
2026/03/01,14:00,9.90,0.0
2026/03/01,15:00,9.92,0.0
2026/03/01,16:00,9.97,0.0
2026/03/01,17:00,9.85,0.0
2026/03/01,18:00,9.83,0.0
2026/03/01,19:00,9.77,0.0
2026/03/01,20:00,9.75,0.0
2026/03/01,21:00,9.75,0.0
2026/03/01,22:00,9.69,0.0
2026/03/01,23:00,9.78,0.0
2026/03/02,00:00,9.74,0.0
2026/03/02,01:00,9.67,0.0
2026/03/02,02:00,9.73,0.0
2026/03/02,03:00,9.82,0.0
2026/03/02,04:00,9.72,0.0
2026/03/02,05:00,9.74,0.0
2026/03/02,06:00,9.77,0.0
2026/03/02,07:00,9.70,0.0
2026/03/02,08:00,9.72,0.0
2026/03/02,09:00,9.77,0.0
2026/03/02,10:00,9.77,0.0
2026/03/02,11:00,9.77,0.0
2026/03/02,12:00,9.82,0.0
2026/03/02,13:00,9.84,0.0
2026/03/02,14:00,9.87,0.0
2026/03/02,15:00,9.95,0.0
2026/03/02,16:00,9.91,0.0
2026/03/02,17:00,9.94,0.0
2026/03/02,18:00,9.93,0.0
2026/03/02,19:00,9.90,0.0
2026/03/02,20:00,9.81,0.0
2026/03/02,22:00,9.80,0.0
2026/03/02,23:00,9.80,0.0
2026/03/03,00:00,9.81,0.0
2026/03/03,01:00,9.88,0.0
2026/03/03,02:00,9.86,0.0
2026/03/03,03:00,9.75,0.0
2026/03/03,04:00,9.83,0.0
2026/03/03,05:00,9.80,0.0
2026/03/03,06:00,9.82,0.0
2026/03/03,07:00,9.80,0.0
2026/03/03,08:00,9.79,0.0
2026/03/03,09:00,9.80,0.0
2026/03/03,10:00,9.72,0.0
2026/03/03,11:00,9.77,0.0
2026/03/03,12:00,9.77,0.0
2026/03/03,13:00,9.78,0.0
2026/03/03,14:00,9.82,0.0
2026/03/03,15:00,9.80,0.0
2026/03/03,16:00,9.85,0.0
2026/03/03,17:00,9.88,0.0
2026/03/03,18:00,9.89,0.0
2026/03/03,19:00,9.87,0.0
2026/03/03,20:00,9.84,0.0
2026/03/03,21:00,9.79,0.0
2026/03/03,22:00,9.71,0.0
2026/03/03,23:00,9.68,0.0
2026/03/04,00:00,9.65,0.0
2026/03/04,01:00,9.52,0.0
2026/03/04,02:00,9.56,0.0
2026/03/04,03:00,9.57,0.0
2026/03/04,04:00,9.57,0.0
2026/03/04,05:00,9.48,0.0
2026/03/04,06:00,9.53,0.0
2026/03/04,07:00,9.54,0.0
2026/03/04,08:00,9.47,0.0
2026/03/04,09:00,9.51,0.0
2026/03/04,10:00,9.52,0.0
2026/03/04,12:00,9.52,0.0
2026/03/04,13:00,9.51,0.0
2026/03/04,14:00,9.53,0.0
2026/03/04,15:00,9.47,0.0
2026/03/04,16:00,9.47,0.0
2026/03/04,17:00,9.51,0.0
2026/03/04,18:00,9.42,0.0
2026/03/04,19:00,9.53,0.0
2026/03/04,20:00,9.48,0.0
2026/03/04,21:00,9.36,0.0
2026/03/04,22:00,9.35,0.0
2026/03/04,23:00,9.39,0.0
2026/03/05,00:00,9.31,0.0
2026/03/05,01:00,9.34,0.0
2026/03/05,02:00,9.35,
