Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
2022/04/02,22:00,13.28,0.0
2022/04/02,23:00,13.29,0.0
2022/04/03,00:00,13.31,0.0
2022/04/03,01:00,13.27,0.0
2022/04/03,02:00,13.21,0.0
2022/04/03,03:00,13.12,0.0
2022/04/03,04:00,13.11,0.0
2022/04/03,05:00,13.07,0.0
2022/04/03,06:00,13.04,0.1
2022/04/03,07:00,13.04,0.0
2022/04/03,08:00,13.04,0.0
2022/04/03,09:00,13.02,0.0
2022/04/03,10:00,13.00,0.1
2022/04/03,11:00,13.01,0.0
2022/04/03,12:00,12.94,0.0
2022/04/03,13:00,12.98,0.0
2022/04/03,14:00,12.89,0.0
2022/04/03,15:00,12.91,0.0
2022/04/03,16:00,12.80,0.0
2022/04/03,17:00,12.79,0.0
2022/04/03,18:00,12.73,0.1
2022/04/03,19:00,12.65,0.5
2022/04/03,20:00,12.59,0.0
2022/04/03,21:00,12.60,0.0
2022/04/03,22:00,12.51,0.0
2022/04/03,23:00,12.53,0.0
2022/04/04,00:00,12.50,0.0
2022/04/04,01:00,12.34,0.0
2022/04/04,02:00,12.35,0.0
2022/04/04,03:00,12.32,0.0
2022/04/04,04:00,12.23,0.0
2022/04/04,05:00,12.20,0.0
2022/04/04,06:00,12.13,0.0
2022/04/04,07:00,12.19,0.0
2022/04/04,08:00,12.27,0.0
2022/04/04,09:00,12.31,0.0
2022/04/04,10:00,12.31,0.0
2022/04/04,11:00,12.38,0.0
2022/04/04,12:00,12.42,0.0
2022/04/04,13:00,12.42,0.0
2022/04/04,14:00,12.60,0.0
2022/04/04,15:00,12.78,0.0
2022/04/04,16:00,12.85,0.2
2022/04/04,17:00,12.84,0.0
2022/04/04,18:00,12.87,0.0
2022/04/04,19:00,12.87,0.0
2022/04/04,20:00,12.84,0.0
2022/04/04,21:00,12.82,0.0
2022/04/04,22:00,12.86,0.0
2022/04/04,23:00,12.83,0.0
2022/04/05,00:00,12.80,0.1
2022/04/05,01:00,12.75,0.0
2022/04/05,02:00,12.75,0.0
2022/04/05,03:00,12.78,0.0
2022/04/05,04:00,12.71,0.0
2022/04/05,05:00,12.66,0.0
2022/04/05,06:00,12.58,0.0
2022/04/05,07:00,12.54,0.0
2022/04/05,08:00,12.49,0.1
2022/04/05,09:00,12.45,0.0
2022/04/05,10:00,12.48,0.0
2022/04/05,11:00,12.50,0.0
2022/04/05,12:00,12.44,0.0
2022/04/05,13:00,12.39,0.0
2022/04/05,14:00,12.39,0.0
2022/04/05,15:00,12.23,0.0
2022/04/05,16:00,12.36,0.1
2022/04/05,17:00,12.24,0.0
2022/04/05,18:00,12.21,0.0
2022/04/05,19:00,12.15,0.0
2022/04/05,20:00,12.14,0.0
2022/04/05,21:00,12.12,0.0
2022/04/05,22:00,12.10,0.1
2022/04/05,23:00,12.02,0.1
2022/04/06,00:00,12.00,0.0
2022/04/06,01:00,11.93,0.0
2022/04/06,02:00,11.93,0.0
2022/04/06,03:00,11.90,0.5
2022/04/06,04:00,11.85,0.1
2022/04/06,05:00,11.86,0.1
2022/04/06,06:00,11.80,0.0
2022/04/06,07:00,11.80,0.0
2022/04/06,08:00,11.71,0.0
2022/04/06,09:00,11.64,0.0
2022/04/06,10:00,11.55,0.0
2022/04/06,11:00,11.55,0.0
2022/04/06,12:00,11.49,0.0
2022/04/06,13:00,11.39,0.0
2022/04/06,14:00,11.45,0.0
2022/04/06,15:00,11.35,0.0
2022/04/06,16:00,11.28,8.6
2022/04/06,17:00,11.21,24.6
2022/04/06,18:00,11.17,17.6
2022/04/06,19:00,11.22,1.0
2022/04/06,20:00,11.21,0.0
2022/04/06,21:00,11.18,0.0
2022/04/06,22:00,11.10,0.0
2022/04/06,23:00,10.99,0.0
2022/04/07,00:00,10.98,0.0
2022/04/07,01:00,10.97,0.0
2022/04/07,02:00,11.02,0.0
2022/04/07,03:00,11.09,0.0
2022/04/07,04:00,11.11,0.0
2022/04/07,05:00,11.17,0.0
2022/04/07,06:00,11.23,0.0
2022/04/07,07:00,11.34,0.1
2022/04/07,08:00,11.44,0.0
2022/04/07,09:00,11.48,0.0
2022/04/07,10:00,11.53,0.0
2022/04/07,11:00,11.41,0.0
2022/04/07,12:00,11.39,0.0
2022/04/07,13:00,11.26,0.0
2022/04/07,14:00,11.23,0.0
2022/04/07,15:00,11.20,0.0
2022/04/07,16:00,11.08,0.0
2022/04/07,17:00,11.00,0.0
2022/04/07,18:00,10.90,0.0
2022/04/07,19:00,10.82,0.0
2022/04/07,20:00,10.76,0.0
2022/04/07,21:00,10.73,0.0
2022/04/07,22:00,10.52,0.0
2022/04/07,23:00,10.46,0.0
2022/04/08,00:00,10.45,0.0
2022/04/08,01:00,10.40,0.0
2022/04/08,02:00,10.35,0.0
2022/04/08,03:00,10.35,0.0
2022/04/08,04:00,10.25,0.0
2022/04/08,05:00,10.22,0.0
2022/04/08,06:00,10.16,0.0
2022/04/08,07:00,10.17,0.0
2022/04/08,08:00,10.10,0.0
2022/04/08,09:00,10.05,0.0
2022/04/08,10:00,10.08,0.0
2022/04/08,11:00,10.02,0.0
2022/04/08,12:00,10.00,0.0
2022/04/08,13:00,9.95,0.0
2022/04/08,14:00,9.98,0.0
2022/04/08,15:00,9.96,0.0
2022/04/08,16:00,9.92,0.0
2022/04/08,17:00,9.88,0.0
2022/04/08,18:00,9.81,0.0
2022/04/08,19:00,9.81,0.0
2022/04/08,21:00,9.80,0.0
2022/04/08,22:00,9.74
