Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/04/01,00:00,11.38,2.4
2022/04/01,01:00,11.39,1.6
2022/04/01,02:00,11.49,0.1
2022/04/01,03:00,11.55,0.4
2022/04/01,04:00,11.63,0.0
2022/04/01,05:00,11.73,0.0
2022/04/01,06:00,11.87,0.1
2022/04/01,07:00,11.92,0.1
2022/04/01,08:00,12.01,1.0
2022/04/01,09:00,12.13,0.3
2022/04/01,10:00,12.43,0.0
2022/04/01,11:00,12.78,0.0
2022/04/01,12:00,13.12,0.0
2022/04/01,13:00,13.43,0.0
2022/04/01,14:00,13.65,0.0
2022/04/01,15:00,13.79,0.0
2022/04/01,16:00,13.92,0.0
2022/04/01,17:00,S/D,0.0
2022/04/01,18:00,S/D,0.0
2022/04/01,19:00,S/D,0.0
2022/04/01,20:00,S/D,0.0
2022/04/01,21:00,S/D,0.0
2022/04/01,22:00,S/D,0.0
2022/04/01,23:00,13.95,0.0
2022/04/02,00:00,13.87,0.0
2022/04/02,01:00,13.65,0.0
2022/04/02,02:00,13.53,0.0
2022/04/02,03:00,13.35,0.0
2022/04/02,04:00,13.15,0.1
2022/04/02,05:00,13.00,0.1
2022/04/02,06:00,12.91,0.5
2022/04/02,07:00,12.80,0.3
2022/04/02,08:00,12.66,2.7
2022/04/02,09:00,12.59,3.4
2022/04/02,10:00,12.62,1.0
2022/04/02,11:00,12.56,0.0
2022/04/02,12:00,12.64,0.0
2022/04/02,13:00,12.70,0.0
2022/04/02,14:00,12.79,0.0
2022/04/02,15:00,12.83,0.0
2022/04/02,16:00,12.94,0.0
2022/04/02,17:00,13.08,0.0
2022/04/02,18:00,13.23,0.0
2022/04/02,19:00,13.19,0.9
2022/04/02,20:00,13.18,0.0
2022/04/02,21:00,13.21,0.0
