Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FRANCISCO ORELLANA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,LAS AMAZONAS
Latitud :,3°25'24'',Longitud :,72°46'0'',Altitud :,137 msnm.
Tipo :,CO - Meteorológica,Código :,103024
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-03-01,30.6,23.8,96.4,5.6
2024-03-02,31.4,23.6,95.1,0.0
2024-03-03,32.4,24.6,95.6,0.0
2024-03-04,34.2,24.6,92.4,0.0
2024-03-05,35,25.2,94.7,0.0
2024-03-06,30.4,25.2,94.5,25.6
2024-03-07,30.6,24,93.0,44.0
2024-03-08,31.8,24.6,90.7,2.8
2024-03-09,27.4,23.6,93.8,37.0
2024-03-10,26.8,23,96.3,25.8
2024-03-11,34.2,24.2,90.0,47.4
2024-03-12,30.8,24.6,90.4,0.0
2024-03-13,34,24.2,85.5,0.0
2024-03-14,33.8,23.8,86.8,0.0
2024-03-15,33.2,23,94.5,9.6
2024-03-16,33,24.4,91.3,S/D
2024-03-17,33.6,24.6,95.6,S/D
2024-03-18,33.8,23.8,90.6,33.2
2024-03-19,32,24.8,91.1,0.0
2024-03-20,31.8,25.2,93.7,0.0
2024-03-21,34,25.4,91.9,0.0
2024-03-22,S/D,25.8,S/D,S/D
2024-03-23,S/D,24.2,S/D,S/D
2024-03-24,31.6,24.6,93.1,0.0
2024-03-25,33.4,24.8,86.6,0.0
2024-03-26,34,23.8,91.8,0.0
2024-03-27,32.6,24.6,92.3,0.0
2024-03-28,33.8,24.6,91.0,0.0
2024-03-29,35,24.2,93.1,80.2
2024-03-30,33.6,24.6,90.4,0.0
2024-03-31,32.8,25.4,91.0,6.8
2024-04-01,31.8,24,91.7,0.0
