Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FRANCISCO ORELLANA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,LAS AMAZONAS
Latitud :,3°25'24'',Longitud :,72°46'0'',Altitud :,137 msnm.
Tipo :,CO - Meteorológica,Código :,103024
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-03-01,32.2,23.6,97.4,14.9
2020-03-02,32.4,23.2,86.8,0.0
2020-03-03,31.2,23.4,90.8,0.0
2020-03-04,32,23,93.2,0.0
2020-03-05,30.4,24.6,93.0,0.0
2020-03-06,29.8,23.8,93.1,0.0
2020-03-07,30.8,21.4,96.0,0.0
2020-03-08,31.2,23.6,91.4,0.0
2020-03-09,27.8,24,95.9,40.8
2020-03-10,27.4,23,97.4,3.8
2020-03-11,31.4,22.8,89.4,0.0
2020-03-12,34.6,23.4,84.2,0.0
2020-03-13,34.2,23.8,93.9,1.4
2020-03-14,34,24.2,93.3,0.0
2020-03-15,33.2,24,86.9,5.2
2020-03-16,30.8,24,S/D,0.0
2020-03-17,S/D,24,S/D,S/D
2020-03-18,31.2,S/D,S/D,0.0
2020-03-19,S/D,23,S/D,S/D
2020-03-21,34.2,S/D,S/D,0.0
2020-03-23,S/D,24.8,S/D,S/D
2020-03-24,S/D,23.6,S/D,S/D
2020-03-28,S/D,23,S/D,S/D
2020-04-01,30,23,93.9,9.1
