Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FRANCISCO ORELLANA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,LAS AMAZONAS
Latitud :,3°25'24'',Longitud :,72°46'0'',Altitud :,137 msnm.
Tipo :,CO - Meteorológica,Código :,103024
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-07-01,32,23.4,92.7,0.0
2025-07-02,26.6,18.2,96.1,0.0
2025-07-03,28.8,19,95.7,0.0
2025-07-04,30.8,22.4,91.7,0.0
2025-07-05,31,23.8,96.1,0.0
2025-07-06,33.6,24,96.1,0.0
2025-07-07,31.8,23.6,96.0,2.0
2025-07-08,32.2,23.4,95.7,2.2
2025-07-09,32.4,23.6,95.6,0.0
2025-07-10,33.4,24.2,94.3,0.0
2025-07-11,S/D,22.8,S/D,S/D
2025-07-14,33.4,24,95.8,0.0
2025-07-15,34.2,23.4,93.3,0.0
2025-07-16,32.8,23.2,94.1,0.0
2025-07-17,31,22.8,95.0,14.6
2025-07-18,S/D,22,92.6,10.0
2025-07-19,30.8,22.4,93.1,0.0
2025-07-20,32.8,24.4,94.1,0.0
2025-07-21,33.6,24.6,96.1,0.0
2025-07-22,33.8,24,S/D,0.0
2025-07-23,S/D,24.8,S/D,S/D
2025-08-01,34,23.6,S/D,0.0
