Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FRANCISCO ORELLANA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,LAS AMAZONAS
Latitud :,3°25'24'',Longitud :,72°46'0'',Altitud :,137 msnm.
Tipo :,CO - Meteorológica,Código :,103024
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2017-11-01,33.6,S/D,86.9,0.0
2017-11-02,31.8,S/D,86.4,0.0
2017-11-03,34.2,S/D,79.6,0.0
2017-11-04,34,S/D,83.2,0.6
2017-11-05,33.2,S/D,85.0,0.0
2017-11-06,33.4,S/D,85.2,0.0
2017-11-07,33.8,S/D,79.8,0.0
2017-11-08,34.6,S/D,86.0,10.2
2017-11-09,34.4,S/D,80.6,38.5
2017-11-10,32.6,S/D,87.5,0.0
2017-11-11,32.8,S/D,83.7,0.0
2017-11-12,31.6,S/D,90.0,1.3
2017-11-13,29.6,S/D,92.1,2.1
2017-11-14,31.6,S/D,90.9,1.1
2017-11-15,32.4,S/D,87.0,14.2
2017-11-16,34.4,S/D,85.9,15.6
2017-11-17,32.8,S/D,87.9,3.9
2017-11-18,33.8,S/D,89.1,40.2
2017-11-19,34.8,S/D,84.0,0.0
2017-11-20,32.4,S/D,86.8,0.0
2017-11-21,33,S/D,86.2,0.0
2017-11-22,34.8,S/D,88.0,5.8
2017-11-23,33,S/D,86.1,6.5
2017-11-24,32.4,S/D,89.1,0.0
2017-11-25,33,S/D,88.4,0.0
2017-11-26,32.8,S/D,89.3,53.0
2017-11-27,29.6,S/D,89.7,0.0
2017-11-28,32.6,S/D,89.4,15.0
2017-11-29,30.2,S/D,90.9,2.4
2017-11-30,33.4,S/D,87.1,0.0
2017-12-01,35.6,S/D,81.8,0.0
