Estación : SANTO TOMAS PUNCHANA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°41'34.04'',Longitud :,73°15'22.49'',Altitud :,86 msnm.
Tipo :,HLM - Hidrológica,Código :,240304
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-03-01,15.10,15.10,15.12,15.12,15.11
2021-03-02,15.14,15.16,15.18,15.20,15.17
2021-03-03,15.26,15.26,15.28,15.28,15.27
2021-03-04,15.32,15.34,15.34,15.36,15.34
2021-03-05,15.42,15.44,15.44,15.46,15.44
2021-03-06,15.52,15.54,15.56,15.58,15.55
2021-03-07,15.64,15.66,15.70,15.72,15.68
2021-03-08,15.78,15.80,15.82,15.84,15.81
2021-03-09,15.88,15.90,15.92,15.94,15.91
2021-03-10,15.98,16.00,16.02,16.04,16.01
2021-03-11,16.08,16.08,16.08,16.08,16.08
2021-03-12,16.10,16.10,16.10,16.10,16.10
2021-03-13,16.10,16.10,16.08,16.08,16.09
2021-03-14,16.06,16.06,16.06,16.06,16.06
2021-03-15,16.04,16.04,16.04,16.04,16.04
2021-03-16,16.06,16.08,16.08,16.10,16.08
2021-03-17,16.10,16.10,16.10,16.10,16.10
2021-03-18,16.10,16.10,16.10,16.10,16.10
2021-03-19,16.12,16.14,16.16,16.18,16.15
2021-03-20,16.20,16.22,16.22,16.24,16.22
2021-03-21,16.26,16.26,16.26,16.26,16.26
