Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/01/01,00:00,22.7,0.0,100,295,0.0
2023/01/01,01:00,22.9,0.0,100,351,0.8
2023/01/01,02:00,23.0,0.0,100,322,0.3
2023/01/01,03:00,23.1,0.0,100,265,0.6
2023/01/01,04:00,23.1,0.0,100,320,1.0
2023/01/01,05:00,23.1,0.0,100,318,1.3
2023/01/01,06:00,23.4,0.0,99,304,2.0
2023/01/01,07:00,24.6,0.0,94,307,2.3
2023/01/01,08:00,25.8,0.0,90,304,2.4
2023/01/01,09:00,29.2,0.0,80,313,3.0
2023/01/01,10:00,29.3,0.0,77,338,1.9
2023/01/01,11:00,30.6,0.0,71,319,3.6
2023/01/01,12:00,31.0,0.0,73,306,2.9
2023/01/01,13:00,24.8,0.0,92,330,4.0
2023/01/01,14:00,24.5,0.9,98,302,2.4
2023/01/01,15:00,26.6,0.6,91,326,2.8
2023/01/01,16:00,26.6,0.0,87,352,3.1
2023/01/01,17:00,25.3,
